invoice_id,seller_id,period_start,period_end,sales_amount,fees,credits_due,from_balance,total
45_20250811,45,2025-08-11,2025-08-17,0.0,0.0,0.0,-2000.0,-2000.0
45_20250818,45,2025-08-18,2025-08-24,0.0,0.0,0.0,-2000.0,-2000.0
45_20250825,45,2025-08-25,2025-08-31,107.02,35.62,0.0,-2000.0,-1928.6
45_20250901,45,2025-09-01,2025-09-07,0.0,0.0,0.0,-2000.0,-2000.0
45_20250908,45,2025-09-08,2025-09-14,0.0,0.0,0.0,-2000.0,-2000.0
45_20250915,45,2025-09-15,2025-09-21,0.0,0.0,0.0,-2000.0,-2000.0
45_20250922,45,2025-09-22,2025-09-28,0.0,0.0,0.0,-2000.0,-2000.0
45_20250929,45,2025-09-29,2025-10-05,0.0,0.0,0.0,-2000.0,-2000.0
46_20240101,46,2024-01-01,2024-01-07,0.0,0.0,0.0,296.86,0.0
46_20240108,46,2024-01-08,2024-01-14,0.0,0.0,0.0,296.86,0.0
46_20240115,46,2024-01-15,2024-01-21,0.0,0.0,0.0,296.86,0.0
46_20240122,46,2024-01-22,2024-01-28,0.0,0.0,0.0,296.86,0.0
46_20240129,46,2024-01-29,2024-02-04,17.4,6.06,0.0,296.86,11.34
46_20240205,46,2024-02-05,2024-02-11,0.0,0.0,0.0,308.2,0.0
46_20240212,46,2024-02-12,2024-02-18,0.0,0.0,0.0,308.2,0.0
46_20240219,46,2024-02-19,2024-02-25,128.6,35.81,0.0,308.2,92.7899
46_20240226,46,2024-02-26,2024-03-03,0.0,0.0,0.0,400.99,0.0
46_20240304,46,2024-03-04,2024-03-10,0.0,0.0,0.0,400.99,0.0
46_20240311,46,2024-03-11,2024-03-17,0.0,0.0,0.0,400.99,0.0
46_20240318,46,2024-03-18,2024-03-24,0.0,0.0,0.0,400.99,0.0
46_20240325,46,2024-03-25,2024-03-31,0.0,0.0,0.0,400.99,0.0
46_20240401,46,2024-04-01,2024-04-07,0.0,0.0,0.0,400.99,0.0
46_20240408,46,2024-04-08,2024-04-14,0.0,0.0,0.0,400.99,0.0
46_20240415,46,2024-04-15,2024-04-21,0.0,0.0,0.0,400.99,0.0
46_20240422,46,2024-04-22,2024-04-28,0.0,0.0,0.0,400.99,0.0
46_20240429,46,2024-04-29,2024-05-05,0.0,0.0,0.0,400.99,0.0
46_20240506,46,2024-05-06,2024-05-12,0.0,0.0,0.0,400.99,0.0
46_20240513,46,2024-05-13,2024-05-19,0.0,0.0,0.0,400.99,0.0
46_20240520,46,2024-05-20,2024-05-26,83.34,20.17,0.0,400.99,63.17
46_20240527,46,2024-05-27,2024-06-02,0.0,0.0,0.0,464.16,0.0
46_20240603,46,2024-06-03,2024-06-09,0.0,0.0,0.0,464.16,0.0
46_20240610,46,2024-06-10,2024-06-16,0.0,0.0,0.0,464.16,0.0
46_20240617,46,2024-06-17,2024-06-23,0.0,0.0,0.0,464.16,0.0
46_20240624,46,2024-06-24,2024-06-30,0.0,0.0,0.0,464.16,0.0
46_20240701,46,2024-07-01,2024-07-07,0.0,0.0,0.0,464.16,0.0
46_20240708,46,2024-07-08,2024-07-14,24.42,8.54,0.0,464.16,15.88003
46_20240715,46,2024-07-15,2024-07-21,68.12,15.76,0.0,480.04,52.3601
46_20240722,46,2024-07-22,2024-07-28,0.0,0.0,0.0,532.4,0.0
46_20240729,46,2024-07-29,2024-08-04,0.0,0.0,0.0,532.4,0.0
46_20240805,46,2024-08-05,2024-08-11,0.0,0.0,0.0,532.4,0.0
46_20240812,46,2024-08-12,2024-08-18,0.0,0.0,0.0,532.4,0.0
46_20240819,46,2024-08-19,2024-08-25,71.61,7.44,0.0,532.4,64.17
46_20240826,46,2024-08-26,2024-09-01,0.0,0.0,0.0,596.569,0.0
46_20240902,46,2024-09-02,2024-09-08,0.0,0.0,0.0,596.569,0.0
46_20240909,46,2024-09-09,2024-09-15,728.9201,180.04,0.0,596.569,548.8801
46_20240916,46,2024-09-16,2024-09-22,654.53,120.06,0.0,1145.45,534.47
46_20240923,46,2024-09-23,2024-09-29,1003.6401,285.14,0.0,1679.92,718.501
46_20240930,46,2024-09-30,2024-10-06,0.0,0.0,0.0,2000.0,0.0
46_20241007,46,2024-10-07,2024-10-13,0.0,0.0,0.0,2000.0,0.0
46_20241014,46,2024-10-14,2024-10-20,0.0,0.0,0.0,2000.0,0.0
46_20241021,46,2024-10-21,2024-10-27,0.0,0.0,0.0,2000.0,0.0
46_20241028,46,2024-10-28,2024-11-03,0.0,0.0,0.0,2000.0,0.0
46_20241104,46,2024-11-04,2024-11-10,0.0,0.0,0.0,2000.0,0.0
46_20241111,46,2024-11-11,2024-11-17,129.28,16.0,0.0,2000.0,113.28
46_20241118,46,2024-11-18,2024-11-24,0.0,0.0,0.0,2000.0,0.0
46_20241125,46,2024-11-25,2024-12-01,0.0,0.0,0.0,2000.0,0.0
46_20241202,46,2024-12-02,2024-12-08,75.26,24.21,0.0,2000.0,51.05004
46_20241209,46,2024-12-09,2024-12-15,0.0,0.0,0.0,2000.0,0.0
46_20241216,46,2024-12-16,2024-12-22,0.0,0.0,0.0,2000.0,0.0
46_20241223,46,2024-12-23,2024-12-29,0.0,0.0,0.0,2000.0,0.0
46_20241230,46,2024-12-30,2025-01-05,0.0,0.0,0.0,2000.0,0.0
46_20250106,46,2025-01-06,2025-01-12,0.0,0.0,0.0,2000.0,0.0
46_20250113,46,2025-01-13,2025-01-19,0.0,0.0,0.0,2000.0,0.0
46_20250120,46,2025-01-20,2025-01-26,115.82,27.88,0.0,2000.0,87.94
46_20250127,46,2025-01-27,2025-02-02,0.0,0.0,0.0,2000.0,0.0
46_20250203,46,2025-02-03,2025-02-09,0.0,0.0,0.0,2000.0,0.0
46_20250210,46,2025-02-10,2025-02-16,0.0,0.0,0.0,2000.0,0.0
46_20250217,46,2025-02-17,2025-02-23,0.0,0.0,0.0,2000.0,0.0
46_20250224,46,2025-02-24,2025-03-02,0.0,0.0,0.0,2000.0,0.0
46_20250303,46,2025-03-03,2025-03-09,0.0,0.0,0.0,2000.0,0.0
46_20250310,46,2025-03-10,2025-03-16,0.0,0.0,0.0,2000.0,0.0
46_20250317,46,2025-03-17,2025-03-23,0.0,0.0,0.0,2000.0,0.0
46_20250324,46,2025-03-24,2025-03-30,0.0,0.0,0.0,2000.0,0.0
46_20250331,46,2025-03-31,2025-04-06,0.0,0.0,0.0,2000.0,0.0
46_20250407,46,2025-04-07,2025-04-13,0.0,0.0,0.0,2000.0,0.0
46_20250414,46,2025-04-14,2025-04-20,0.0,0.0,0.0,2000.0,0.0
46_20250421,46,2025-04-21,2025-04-27,0.0,0.0,0.0,2000.0,0.0
46_20250428,46,2025-04-28,2025-05-04,0.0,0.0,0.0,2000.0,0.0
46_20250505,46,2025-05-05,2025-05-11,0.0,0.0,0.0,2000.0,0.0
46_20250512,46,2025-05-12,2025-05-18,0.0,0.0,0.0,2000.0,0.0
46_20250519,46,2025-05-19,2025-05-25,0.0,0.0,0.0,2000.0,0.0
46_20250526,46,2025-05-26,2025-06-01,0.0,0.0,0.0,2000.0,0.0
46_20250602,46,2025-06-02,2025-06-08,0.0,0.0,0.0,2000.0,0.0
46_20250609,46,2025-06-09,2025-06-15,0.0,0.0,0.0,2000.0,0.0
46_20250616,46,2025-06-16,2025-06-22,109.97,25.79,0.0,2000.0,84.18
46_20250623,46,2025-06-23,2025-06-29,120.73,28.72,0.0,2000.0,92.01
46_20250630,46,2025-06-30,2025-07-06,0.0,0.0,0.0,2000.0,0.0
46_20250707,46,2025-07-07,2025-07-13,0.0,0.0,0.0,2000.0,0.0
46_20250714,46,2025-07-14,2025-07-20,0.0,0.0,0.0,2000.0,0.0
46_20250721,46,2025-07-21,2025-07-27,0.0,0.0,0.0,2000.0,0.0
46_20250728,46,2025-07-28,2025-08-03,0.0,0.0,0.0,2000.0,0.0
46_20250804,46,2025-08-04,2025-08-10,0.0,0.0,0.0,2000.0,0.0
46_20250811,46,2025-08-11,2025-08-17,0.0,0.0,0.0,2000.0,0.0
46_20250818,46,2025-08-18,2025-08-24,0.0,0.0,0.0,2000.0,0.0
46_20250825,46,2025-08-25,2025-08-31,0.0,0.0,0.0,2000.0,0.0
46_20250901,46,2025-09-01,2025-09-07,0.0,0.0,0.0,2000.0,0.0
46_20250908,46,2025-09-08,2025-09-14,0.0,0.0,0.0,2000.0,0.0
46_20250915,46,2025-09-15,2025-09-21,0.0,0.0,0.0,2000.0,0.0
46_20250922,46,2025-09-22,2025-09-28,0.0,0.0,0.0,2000.0,0.0
46_20250929,46,2025-09-29,2025-10-05,0.0,0.0,0.0,2000.0,0.0
47_20240101,47,2024-01-01,2024-01-07,0.0,0.0,0.0,167.23,0.0
47_20240108,47,2024-01-08,2024-01-14,0.0,0.0,0.0,167.23,0.0
47_20240115,47,2024-01-15,2024-01-21,0.0,0.0,0.0,167.23,0.0
47_20240122,47,2024-01-22,2024-01-28,0.0,0.0,0.0,167.23,0.0
47_20240129,47,2024-01-29,2024-02-04,0.0,0.0,0.0,167.23,0.0
47_20240205,47,2024-02-05,2024-02-11,0.0,0.0,0.0,167.23,0.0
47_20240212,47,2024-02-12,2024-02-18,0.0,0.0,0.0,167.23,0.0
47_20240219,47,2024-02-19,2024-02-25,120.32,37.21,0.0,167.23,83.1099
47_20240226,47,2024-02-26,2024-03-03,0.0,0.0,0.0,250.3397,0.0
47_20240304,47,2024-03-04,2024-03-10,0.0,0.0,0.0,250.3397,0.0
47_20240311,47,2024-03-11,2024-03-17,0.0,0.0,0.0,250.3397,0.0
47_20240318,47,2024-03-18,2024-03-24,0.0,0.0,0.0,250.3397,0.0
47_20240325,47,2024-03-25,2024-03-31,0.0,0.0,0.0,250.3397,0.0
47_20240401,47,2024-04-01,2024-04-07,123.84,33.56,0.0,250.3397,90.28
47_20240408,47,2024-04-08,2024-04-14,0.0,0.0,0.0,340.62,0.0
47_20240415,47,2024-04-15,2024-04-21,0.0,0.0,0.0,340.62,0.0
47_20240422,47,2024-04-22,2024-04-28,0.0,0.0,0.0,340.62,0.0
47_20240429,47,2024-04-29,2024-05-05,0.0,0.0,0.0,340.62,0.0
47_20240506,47,2024-05-06,2024-05-12,103.74,10.91,0.0,340.62,92.83
47_20240513,47,2024-05-13,2024-05-19,281.9604,33.84,0.0,433.45,248.1203
47_20240520,47,2024-05-20,2024-05-26,522.9,95.3,0.0,681.57,427.5997
47_20240527,47,2024-05-27,2024-06-02,117.46,21.57,0.0,1109.17,95.8899
47_20240603,47,2024-06-03,2024-06-09,0.0,0.0,0.0,1205.06,0.0
47_20240610,47,2024-06-10,2024-06-16,0.0,0.0,670.15,1205.06,-670.15
47_20240617,47,2024-06-17,2024-06-23,0.0,0.0,0.0,534.91,0.0
47_20240624,47,2024-06-24,2024-06-30,0.0,0.0,0.0,534.91,0.0
47_20240701,47,2024-07-01,2024-07-07,0.0,0.0,0.0,534.91,0.0
47_20240708,47,2024-07-08,2024-07-14,0.0,0.0,0.0,534.91,0.0
47_20240715,47,2024-07-15,2024-07-21,0.0,0.0,0.0,534.91,0.0
47_20240722,47,2024-07-22,2024-07-28,0.0,0.0,0.0,534.91,0.0
47_20240729,47,2024-07-29,2024-08-04,0.0,0.0,0.0,534.91,0.0
47_20240805,47,2024-08-05,2024-08-11,0.0,0.0,0.0,534.91,0.0
47_20240812,47,2024-08-12,2024-08-18,156.66,27.25,0.0,534.91,129.41
47_20240819,47,2024-08-19,2024-08-25,246.64,25.25,0.0,664.319,221.39
47_20240826,47,2024-08-26,2024-09-01,130.12,14.91,0.0,885.709,115.2101
47_20240902,47,2024-09-02,2024-09-08,0.0,0.0,0.0,1000.92,0.0
47_20240909,47,2024-09-09,2024-09-15,0.0,0.0,0.0,1000.92,0.0
47_20240916,47,2024-09-16,2024-09-22,0.0,0.0,0.0,1000.92,0.0
47_20240923,47,2024-09-23,2024-09-29,0.0,0.0,0.0,1000.92,0.0
47_20240930,47,2024-09-30,2024-10-06,0.0,0.0,0.0,1000.92,0.0
47_20241007,47,2024-10-07,2024-10-13,0.0,0.0,0.0,1000.92,0.0
47_20241014,47,2024-10-14,2024-10-20,0.0,0.0,0.0,1000.92,0.0
47_20241021,47,2024-10-21,2024-10-27,0.0,0.0,0.0,1000.92,0.0
47_20241028,47,2024-10-28,2024-11-03,0.0,0.0,0.0,1000.92,0.0
47_20241104,47,2024-11-04,2024-11-10,0.0,0.0,264.77,1000.92,-264.77
47_20241111,47,2024-11-11,2024-11-17,14.8,2.12,0.0,736.15,12.68
47_20241118,47,2024-11-18,2024-11-24,0.0,0.0,0.0,748.829,0.0
47_20241125,47,2024-11-25,2024-12-01,14.51,1.53,0.0,748.829,12.98
47_20241202,47,2024-12-02,2024-12-08,78.3,8.89,0.0,761.81,69.41
47_20241209,47,2024-12-09,2024-12-15,0.0,0.0,0.0,831.219,0.0
47_20241216,47,2024-12-16,2024-12-22,0.0,0.0,0.0,831.219,0.0
47_20241223,47,2024-12-23,2024-12-29,0.0,0.0,0.0,831.219,0.0
47_20241230,47,2024-12-30,2025-01-05,0.0,0.0,0.0,831.219,0.0
47_20250106,47,2025-01-06,2025-01-12,0.0,0.0,0.0,831.219,0.0
47_20250113,47,2025-01-13,2025-01-19,0.0,0.0,0.0,831.219,0.0
47_20250120,47,2025-01-20,2025-01-26,0.0,0.0,0.0,831.219,0.0
47_20250127,47,2025-01-27,2025-02-02,0.0,0.0,0.0,831.219,0.0
47_20250203,47,2025-02-03,2025-02-09,0.0,0.0,0.0,831.219,0.0
47_20250210,47,2025-02-10,2025-02-16,0.0,0.0,0.0,831.219,0.0
47_20250217,47,2025-02-17,2025-02-23,0.0,0.0,0.0,831.219,0.0
47_20250224,47,2025-02-24,2025-03-02,0.0,0.0,0.0,831.219,0.0
47_20250303,47,2025-03-03,2025-03-09,0.0,0.0,0.0,831.219,0.0
47_20250310,47,2025-03-10,2025-03-16,0.0,0.0,0.0,831.219,0.0
47_20250317,47,2025-03-17,2025-03-23,0.0,0.0,0.0,831.219,0.0
47_20250324,47,2025-03-24,2025-03-30,0.0,0.0,0.0,831.219,0.0
47_20250331,47,2025-03-31,2025-04-06,0.0,0.0,0.0,831.219,0.0
47_20250407,47,2025-04-07,2025-04-13,72.5,9.48,0.0,831.219,63.01996
47_20250414,47,2025-04-14,2025-04-20,0.0,0.0,0.0,894.239,0.0
47_20250421,47,2025-04-21,2025-04-27,0.0,0.0,0.0,894.239,0.0
47_20250428,47,2025-04-28,2025-05-04,71.2,7.16,0.0,894.239,64.04
47_20250505,47,2025-05-05,2025-05-11,0.0,0.0,0.0,958.279,0.0
47_20250512,47,2025-05-12,2025-05-18,0.0,0.0,0.0,958.279,0.0
47_20250519,47,2025-05-19,2025-05-25,0.0,0.0,0.0,958.279,0.0
47_20250526,47,2025-05-26,2025-06-01,117.36,40.1,0.0,958.279,77.2599
47_20250602,47,2025-06-02,2025-06-08,0.0,0.0,0.0,1035.54,0.0
47_20250609,47,2025-06-09,2025-06-15,0.0,0.0,0.0,1035.54,0.0
47_20250616,47,2025-06-16,2025-06-22,0.0,0.0,0.0,1035.54,0.0
47_20250623,47,2025-06-23,2025-06-29,0.0,0.0,0.0,1035.54,0.0
47_20250630,47,2025-06-30,2025-07-06,0.0,0.0,0.0,1035.54,0.0
47_20250707,47,2025-07-07,2025-07-13,89.17,29.8,0.0,1035.54,59.37005
47_20250714,47,2025-07-14,2025-07-20,0.0,0.0,0.0,1094.909,0.0
47_20250721,47,2025-07-21,2025-07-27,0.0,0.0,0.0,1094.909,0.0
47_20250728,47,2025-07-28,2025-08-03,0.0,0.0,0.0,1094.909,0.0
47_20250804,47,2025-08-04,2025-08-10,0.0,0.0,0.0,1094.909,0.0
47_20250811,47,2025-08-11,2025-08-17,0.0,0.0,0.0,1094.909,0.0
47_20250818,47,2025-08-18,2025-08-24,0.0,0.0,0.0,1094.909,0.0
47_20250825,47,2025-08-25,2025-08-31,0.0,0.0,0.0,1094.909,0.0
47_20250901,47,2025-09-01,2025-09-07,0.0,0.0,0.0,1094.909,0.0
47_20250908,47,2025-09-08,2025-09-14,0.0,0.0,0.0,1094.909,0.0
47_20250915,47,2025-09-15,2025-09-21,0.0,0.0,0.0,1094.909,0.0
47_20250922,47,2025-09-22,2025-09-28,0.0,0.0,0.0,1094.909,0.0
47_20250929,47,2025-09-29,2025-10-05,0.0,0.0,0.0,1094.909,0.0
48_20240101,48,2024-01-01,2024-01-07,0.0,0.0,0.0,53.65,0.0
48_20240108,48,2024-01-08,2024-01-14,0.0,0.0,0.0,53.65,0.0
48_20240115,48,2024-01-15,2024-01-21,0.0,0.0,0.0,53.65,0.0
48_20240122,48,2024-01-22,2024-01-28,0.0,0.0,0.0,53.65,0.0
48_20240129,48,2024-01-29,2024-02-04,0.0,0.0,0.0,53.65,0.0
48_20240205,48,2024-02-05,2024-02-11,0.0,0.0,0.0,53.65,0.0
48_20240212,48,2024-02-12,2024-02-18,0.0,0.0,0.0,53.65,0.0
48_20240219,48,2024-02-19,2024-02-25,0.0,0.0,0.0,53.65,0.0
48_20240226,48,2024-02-26,2024-03-03,103.09,20.58,0.0,53.65,82.51
48_20240304,48,2024-03-04,2024-03-10,91.34,31.01,0.0,136.16,60.33
48_20240311,48,2024-03-11,2024-03-17,0.0,0.0,0.0,196.49,0.0
48_20240318,48,2024-03-18,2024-03-24,0.0,0.0,0.0,196.49,0.0
48_20240325,48,2024-03-25,2024-03-31,0.0,0.0,0.0,196.49,0.0
48_20240401,48,2024-04-01,2024-04-07,0.0,0.0,0.0,196.49,0.0
48_20240408,48,2024-04-08,2024-04-14,0.0,0.0,0.0,196.49,0.0
48_20240415,48,2024-04-15,2024-04-21,0.0,0.0,0.0,196.49,0.0
48_20240422,48,2024-04-22,2024-04-28,0.0,0.0,0.0,196.49,0.0
48_20240429,48,2024-04-29,2024-05-05,0.0,0.0,0.0,196.49,0.0
48_20240506,48,2024-05-06,2024-05-12,101.6,26.59,0.0,196.49,75.0099
48_20240513,48,2024-05-13,2024-05-19,174.2902,42.8,0.0,271.5,131.49
48_20240520,48,2024-05-20,2024-05-26,242.37,25.15,0.0,402.99,217.22
48_20240527,48,2024-05-27,2024-06-02,444.02,57.22,0.0,620.21,386.7995
48_20240603,48,2024-06-03,2024-06-09,266.35,77.21,0.0,1007.01,189.1404
48_20240610,48,2024-06-10,2024-06-16,0.0,0.0,0.0,1196.15,0.0
48_20240617,48,2024-06-17,2024-06-23,45.78,5.76,0.0,1196.15,40.02
48_20240624,48,2024-06-24,2024-06-30,0.0,0.0,0.0,1236.17,0.0
48_20240701,48,2024-07-01,2024-07-07,119.95,22.42,0.0,1236.17,97.53
48_20240708,48,2024-07-08,2024-07-14,0.0,0.0,0.0,1333.7,0.0
48_20240715,48,2024-07-15,2024-07-21,0.0,0.0,0.0,1333.7,0.0
48_20240722,48,2024-07-22,2024-07-28,0.0,0.0,0.0,1333.7,0.0
48_20240729,48,2024-07-29,2024-08-04,0.0,0.0,0.0,1333.7,0.0
48_20240805,48,2024-08-05,2024-08-11,0.0,0.0,0.0,1333.7,0.0
48_20240812,48,2024-08-12,2024-08-18,14.7,4.1,0.0,1333.7,10.6
48_20240819,48,2024-08-19,2024-08-25,0.0,0.0,0.0,1344.3,0.0
48_20240826,48,2024-08-26,2024-09-01,0.0,0.0,0.0,1344.3,0.0
48_20240902,48,2024-09-02,2024-09-08,0.0,0.0,0.0,1344.3,0.0
48_20240909,48,2024-09-09,2024-09-15,0.0,0.0,0.0,1344.3,0.0
48_20240916,48,2024-09-16,2024-09-22,0.0,0.0,0.0,1344.3,0.0
48_20240923,48,2024-09-23,2024-09-29,0.0,0.0,0.0,1344.3,0.0
48_20240930,48,2024-09-30,2024-10-06,0.0,0.0,0.0,1344.3,0.0
48_20241007,48,2024-10-07,2024-10-13,0.0,0.0,0.0,1344.3,0.0
48_20241014,48,2024-10-14,2024-10-20,0.0,0.0,0.0,1344.3,0.0
48_20241021,48,2024-10-21,2024-10-27,0.0,0.0,0.0,1344.3,0.0
48_20241028,48,2024-10-28,2024-11-03,0.0,0.0,0.0,1344.3,0.0
48_20241104,48,2024-11-04,2024-11-10,0.0,0.0,0.0,1344.3,0.0
48_20241111,48,2024-11-11,2024-11-17,0.0,0.0,0.0,1344.3,0.0
48_20241118,48,2024-11-18,2024-11-24,0.0,0.0,0.0,1344.3,0.0
48_20241125,48,2024-11-25,2024-12-01,0.0,0.0,0.0,1344.3,0.0
48_20241202,48,2024-12-02,2024-12-08,0.0,0.0,0.0,1344.3,0.0
48_20241209,48,2024-12-09,2024-12-15,0.0,0.0,0.0,1344.3,0.0
48_20241216,48,2024-12-16,2024-12-22,51.75,13.06,0.0,1344.3,38.69
48_20241223,48,2024-12-23,2024-12-29,0.0,0.0,0.0,1382.99,0.0
48_20241230,48,2024-12-30,2025-01-05,0.0,0.0,0.0,1382.99,0.0
48_20250106,48,2025-01-06,2025-01-12,0.0,0.0,0.0,1382.99,0.0
48_20250113,48,2025-01-13,2025-01-19,49.92,14.27,0.0,1382.99,35.65006
48_20250120,48,2025-01-20,2025-01-26,166.77,33.68,0.0,1418.64,133.09
48_20250127,48,2025-01-27,2025-02-02,213.7098,29.79,0.0,1551.73,183.92
48_20250203,48,2025-02-03,2025-02-09,193.35,34.7,0.0,1735.65,158.6498
48_20250210,48,2025-02-10,2025-02-16,124.52,37.97,0.0,1894.302,86.55
48_20250217,48,2025-02-17,2025-02-23,0.0,0.0,0.0,1980.8501,0.0
48_20250224,48,2025-02-24,2025-03-02,0.0,0.0,0.0,1980.8501,0.0
48_20250303,48,2025-03-03,2025-03-09,0.0,0.0,0.0,1980.8501,0.0
48_20250310,48,2025-03-10,2025-03-16,0.0,0.0,0.0,1980.8501,0.0
48_20250317,48,2025-03-17,2025-03-23,0.0,0.0,0.0,1980.8501,0.0
48_20250324,48,2025-03-24,2025-03-30,0.0,0.0,0.0,1980.8501,0.0
48_20250331,48,2025-03-31,2025-04-06,0.0,0.0,0.0,1980.8501,0.0
48_20250407,48,2025-04-07,2025-04-13,0.0,0.0,0.0,1980.8501,0.0
48_20250414,48,2025-04-14,2025-04-20,52.57,18.0,0.0,1980.8501,34.57
48_20250421,48,2025-04-21,2025-04-27,0.0,0.0,0.0,2000.0,0.0
48_20250428,48,2025-04-28,2025-05-04,0.0,0.0,0.0,2000.0,0.0
48_20250505,48,2025-05-05,2025-05-11,137.23,29.4,0.0,2000.0,107.8298
48_20250512,48,2025-05-12,2025-05-18,0.0,0.0,0.0,2000.0,0.0
48_20250519,48,2025-05-19,2025-05-25,122.36,16.15,0.0,2000.0,106.2101
48_20250526,48,2025-05-26,2025-06-01,119.57,27.35,0.0,2000.0,92.22
48_20250602,48,2025-06-02,2025-06-08,90.06,19.31,0.0,2000.0,70.75
48_20250609,48,2025-06-09,2025-06-15,0.0,0.0,0.0,2000.0,0.0
48_20250616,48,2025-06-16,2025-06-22,0.0,0.0,0.0,2000.0,0.0
48_20250623,48,2025-06-23,2025-06-29,0.0,0.0,0.0,2000.0,0.0
48_20250630,48,2025-06-30,2025-07-06,90.45,22.25,0.0,2000.0,68.2
48_20250707,48,2025-07-07,2025-07-13,0.0,0.0,0.0,2000.0,0.0
48_20250714,48,2025-07-14,2025-07-20,0.0,0.0,0.0,2000.0,0.0
48_20250721,48,2025-07-21,2025-07-27,0.0,0.0,0.0,2000.0,0.0
48_20250728,48,2025-07-28,2025-08-03,0.0,0.0,0.0,2000.0,0.0
48_20250804,48,2025-08-04,2025-08-10,0.0,0.0,0.0,2000.0,0.0
48_20250811,48,2025-08-11,2025-08-17,0.0,0.0,0.0,2000.0,0.0
48_20250818,48,2025-08-18,2025-08-24,0.0,0.0,0.0,2000.0,0.0
48_20250825,48,2025-08-25,2025-08-31,0.0,0.0,0.0,2000.0,0.0
48_20250901,48,2025-09-01,2025-09-07,0.0,0.0,0.0,2000.0,0.0
48_20250908,48,2025-09-08,2025-09-14,0.0,0.0,0.0,2000.0,0.0
48_20250915,48,2025-09-15,2025-09-21,0.0,0.0,0.0,2000.0,0.0
48_20250922,48,2025-09-22,2025-09-28,0.0,0.0,0.0,2000.0,0.0
48_20250929,48,2025-09-29,2025-10-05,0.0,0.0,0.0,2000.0,0.0
49_20240101,49,2024-01-01,2024-01-07,0.0,0.0,0.0,226.11,0.0
49_20240108,49,2024-01-08,2024-01-14,21.3,2.32,0.0,226.11,18.98
49_20240115,49,2024-01-15,2024-01-21,0.0,0.0,0.0,245.09,0.0
49_20240122,49,2024-01-22,2024-01-28,0.0,0.0,0.0,245.09,0.0
49_20240129,49,2024-01-29,2024-02-04,0.0,0.0,0.0,245.09,0.0
49_20240205,49,2024-02-05,2024-02-11,0.0,0.0,0.0,245.09,0.0
49_20240212,49,2024-02-12,2024-02-18,0.0,0.0,0.0,245.09,0.0
49_20240219,49,2024-02-19,2024-02-25,0.0,0.0,0.0,245.09,0.0
49_20240226,49,2024-02-26,2024-03-03,0.0,0.0,0.0,245.09,0.0
49_20240304,49,2024-03-04,2024-03-10,0.0,0.0,0.0,245.09,0.0
49_20240311,49,2024-03-11,2024-03-17,0.0,0.0,0.0,245.09,0.0
49_20240318,49,2024-03-18,2024-03-24,0.0,0.0,0.0,245.09,0.0
49_20240325,49,2024-03-25,2024-03-31,0.0,0.0,0.0,245.09,0.0
49_20240401,49,2024-04-01,2024-04-07,0.0,0.0,0.0,245.09,0.0
49_20240408,49,2024-04-08,2024-04-14,0.0,0.0,0.0,245.09,0.0
49_20240415,49,2024-04-15,2024-04-21,332.7896,33.32,0.0,245.09,299.4697
49_20240422,49,2024-04-22,2024-04-28,187.37,41.43,0.0,544.56,145.94
49_20240429,49,2024-04-29,2024-05-05,174.71,44.23,0.0,690.5,130.4802
49_20240506,49,2024-05-06,2024-05-12,0.0,0.0,0.0,820.98,0.0
49_20240513,49,2024-05-13,2024-05-19,0.0,0.0,0.0,820.98,0.0
49_20240520,49,2024-05-20,2024-05-26,56.91,16.86,686.8,820.98,-646.75
49_20240527,49,2024-05-27,2024-06-02,0.0,0.0,0.0,174.2302,0.0
49_20240603,49,2024-06-03,2024-06-09,0.0,0.0,0.0,174.2302,0.0
49_20240610,49,2024-06-10,2024-06-16,0.0,0.0,0.0,174.2302,0.0
49_20240617,49,2024-06-17,2024-06-23,0.0,0.0,0.0,174.2302,0.0
49_20240624,49,2024-06-24,2024-06-30,0.0,0.0,0.0,174.2302,0.0
49_20240701,49,2024-07-01,2024-07-07,0.0,0.0,0.0,174.2302,0.0
49_20240708,49,2024-07-08,2024-07-14,0.0,0.0,0.0,174.2302,0.0
49_20240715,49,2024-07-15,2024-07-21,0.0,0.0,0.0,174.2302,0.0
49_20240722,49,2024-07-22,2024-07-28,0.0,0.0,0.0,174.2302,0.0
49_20240729,49,2024-07-29,2024-08-04,0.0,0.0,0.0,174.2302,0.0
49_20240805,49,2024-08-05,2024-08-11,0.0,0.0,0.0,174.2302,0.0
49_20240812,49,2024-08-12,2024-08-18,605.13,114.67,0.0,174.2302,490.46
49_20240819,49,2024-08-19,2024-08-25,308.81,81.76,0.0,664.69,227.05
49_20240826,49,2024-08-26,2024-09-01,68.96,17.07,0.0,891.74,51.8899
49_20240902,49,2024-09-02,2024-09-08,25.08,5.4,0.0,943.63,19.68
49_20240909,49,2024-09-09,2024-09-15,92.19,30.89,0.0,963.31,61.3
49_20240916,49,2024-09-16,2024-09-22,351.2995,101.46,0.0,1024.61,249.8397
49_20240923,49,2024-09-23,2024-09-29,105.77,30.04,0.0,1274.44998,75.7299
49_20240930,49,2024-09-30,2024-10-06,0.0,0.0,0.0,1350.17998,0.0
49_20241007,49,2024-10-07,2024-10-13,193.69,39.07,0.0,1350.17998,154.62
49_20241014,49,2024-10-14,2024-10-20,321.99,52.37,0.0,1504.797,269.62
