invoice_id,item_type,amount
67_20240603,fees,-0.0
67_20240603,credits_due,-0.0
67_20240603,from_balance,445.1
67_20240603,total,0.0
67_20240610,sales,0.0
67_20240610,fees,-0.0
67_20240610,credits_due,-0.0
67_20240610,from_balance,445.1
67_20240610,total,0.0
67_20240617,sales,0.0
67_20240617,fees,-0.0
67_20240617,credits_due,-0.0
67_20240617,from_balance,445.1
67_20240617,total,0.0
67_20240624,sales,0.0
67_20240624,fees,-0.0
67_20240624,credits_due,-0.0
67_20240624,from_balance,445.1
67_20240624,total,0.0
67_20240701,sales,0.0
67_20240701,fees,-0.0
67_20240701,credits_due,-0.0
67_20240701,from_balance,445.1
67_20240701,total,0.0
67_20240708,sales,0.0
67_20240708,fees,-0.0
67_20240708,credits_due,-0.0
67_20240708,from_balance,445.1
67_20240708,total,0.0
67_20240715,sales,22.92
67_20240715,fees,-6.76
67_20240715,credits_due,-0.0
67_20240715,from_balance,445.1
67_20240715,total,16.160000000000004
67_20240722,sales,0.0
67_20240722,fees,-0.0
67_20240722,credits_due,-0.0
67_20240722,from_balance,461.26000000000005
67_20240722,total,0.0
67_20240729,sales,0.0
67_20240729,fees,-0.0
67_20240729,credits_due,-0.0
67_20240729,from_balance,461.26000000000005
67_20240729,total,0.0
67_20240805,sales,71.39
67_20240805,fees,-24.69
67_20240805,credits_due,-0.0
67_20240805,from_balance,461.26000000000005
67_20240805,total,46.7
67_20240812,sales,0.0
67_20240812,fees,-0.0
67_20240812,credits_due,-0.0
67_20240812,from_balance,507.96000000000004
67_20240812,total,0.0
67_20240819,sales,0.0
67_20240819,fees,-0.0
67_20240819,credits_due,-0.0
67_20240819,from_balance,507.96000000000004
67_20240819,total,0.0
67_20240826,sales,0.0
67_20240826,fees,-0.0
67_20240826,credits_due,-0.0
67_20240826,from_balance,507.96000000000004
67_20240826,total,0.0
67_20240902,sales,0.0
67_20240902,fees,-0.0
67_20240902,credits_due,-0.0
67_20240902,from_balance,507.96000000000004
67_20240902,total,0.0
67_20240909,sales,204.26
67_20240909,fees,-33.69
67_20240909,credits_due,-0.0
67_20240909,from_balance,507.96000000000004
67_20240909,total,170.57
67_20240916,sales,65.89
67_20240916,fees,-19.69
67_20240916,credits_due,-0.0
67_20240916,from_balance,678.53
67_20240916,total,46.2
67_20240923,sales,117.42
67_20240923,fees,-27.56
67_20240923,credits_due,-0.0
67_20240923,from_balance,724.73
67_20240923,total,89.86
67_20240930,sales,0.0
67_20240930,fees,-0.0
67_20240930,credits_due,-0.0
67_20240930,from_balance,814.59
67_20240930,total,0.0
67_20241007,sales,0.0
67_20241007,fees,-0.0
67_20241007,credits_due,-0.0
67_20241007,from_balance,814.59
67_20241007,total,0.0
67_20241014,sales,0.0
67_20241014,fees,-0.0
67_20241014,credits_due,-0.0
67_20241014,from_balance,814.59
67_20241014,total,0.0
67_20241021,sales,385.87
67_20241021,fees,-71.53
67_20241021,credits_due,-0.0
67_20241021,from_balance,814.59
67_20241021,total,314.34000000000003
67_20241028,sales,421.03996
67_20241028,fees,-111.52
67_20241028,credits_due,-0.0
67_20241028,from_balance,1128.93
67_20241028,total,309.52
67_20241104,sales,190.7
67_20241104,fees,-37.38
67_20241104,credits_due,-258.56
67_20241104,from_balance,1438.45
67_20241104,total,-105.24000000000001
67_20241111,sales,0.0
67_20241111,fees,-0.0
67_20241111,credits_due,-0.0
67_20241111,from_balance,1333.21
67_20241111,total,0.0
67_20241118,sales,0.0
67_20241118,fees,-0.0
67_20241118,credits_due,-0.0
67_20241118,from_balance,1333.21
67_20241118,total,0.0
67_20241125,sales,0.0
67_20241125,fees,-0.0
67_20241125,credits_due,-0.0
67_20241125,from_balance,1333.21
67_20241125,total,0.0
67_20241202,sales,0.0
67_20241202,fees,-0.0
67_20241202,credits_due,-0.0
67_20241202,from_balance,1333.21
67_20241202,total,0.0
67_20241209,sales,0.0
67_20241209,fees,-0.0
67_20241209,credits_due,-0.0
67_20241209,from_balance,1333.21
67_20241209,total,0.0
67_20241216,sales,0.0
67_20241216,fees,-0.0
67_20241216,credits_due,-0.0
67_20241216,from_balance,1333.21
67_20241216,total,0.0
67_20241223,sales,0.0
67_20241223,fees,-0.0
67_20241223,credits_due,-0.0
67_20241223,from_balance,1333.21
67_20241223,total,0.0
67_20241230,sales,0.0
67_20241230,fees,-0.0
67_20241230,credits_due,-0.0
67_20241230,from_balance,1333.21
67_20241230,total,0.0
67_20250106,sales,0.0
67_20250106,fees,-0.0
67_20250106,credits_due,-0.0
67_20250106,from_balance,1333.21
67_20250106,total,0.0
67_20250113,sales,0.0
67_20250113,fees,-0.0
67_20250113,credits_due,-466.44
67_20250113,from_balance,1333.21
67_20250113,total,-466.44
67_20250120,sales,0.0
67_20250120,fees,-0.0
67_20250120,credits_due,-0.0
67_20250120,from_balance,866.77
67_20250120,total,0.0
67_20250127,sales,0.0
67_20250127,fees,-0.0
67_20250127,credits_due,-0.0
67_20250127,from_balance,866.77
67_20250127,total,0.0
67_20250203,sales,0.0
67_20250203,fees,-0.0
67_20250203,credits_due,-0.0
67_20250203,from_balance,866.77
67_20250203,total,0.0
67_20250210,sales,0.0
67_20250210,fees,-0.0
67_20250210,credits_due,-0.0
67_20250210,from_balance,866.77
67_20250210,total,0.0
67_20250217,sales,0.0
67_20250217,fees,-0.0
67_20250217,credits_due,-0.0
67_20250217,from_balance,866.77
67_20250217,total,0.0
67_20250224,sales,0.0
67_20250224,fees,-0.0
67_20250224,credits_due,-0.0
67_20250224,from_balance,866.77
67_20250224,total,0.0
67_20250303,sales,0.0
67_20250303,fees,-0.0
67_20250303,credits_due,-0.0
67_20250303,from_balance,866.77
67_20250303,total,0.0
67_20250310,sales,113.43
67_20250310,fees,-19.87
67_20250310,credits_due,-0.0
67_20250310,from_balance,866.77
67_20250310,total,93.56
67_20250317,sales,0.0
67_20250317,fees,-0.0
67_20250317,credits_due,-0.0
67_20250317,from_balance,960.3299
67_20250317,total,0.0
67_20250324,sales,0.0
67_20250324,fees,-0.0
67_20250324,credits_due,-0.0
67_20250324,from_balance,960.3299
67_20250324,total,0.0
67_20250331,sales,0.0
67_20250331,fees,-0.0
67_20250331,credits_due,-0.0
67_20250331,from_balance,960.3299
67_20250331,total,0.0
67_20250407,sales,0.0
67_20250407,fees,-0.0
67_20250407,credits_due,-0.0
67_20250407,from_balance,960.3299
67_20250407,total,0.0
67_20250414,sales,0.0
67_20250414,fees,-0.0
67_20250414,credits_due,-0.0
67_20250414,from_balance,960.3299
67_20250414,total,0.0
67_20250421,sales,0.0
67_20250421,fees,-0.0
67_20250421,credits_due,-0.0
67_20250421,from_balance,960.3299
67_20250421,total,0.0
67_20250428,sales,0.0
67_20250428,fees,-0.0
67_20250428,credits_due,-0.0
67_20250428,from_balance,960.3299
67_20250428,total,0.0
67_20250505,sales,0.0
67_20250505,fees,-0.0
67_20250505,credits_due,-0.0
67_20250505,from_balance,960.3299
67_20250505,total,0.0
67_20250512,sales,0.0
67_20250512,fees,-0.0
67_20250512,credits_due,-0.0
67_20250512,from_balance,960.3299
67_20250512,total,0.0
67_20250519,sales,0.0
67_20250519,fees,-0.0
67_20250519,credits_due,-0.0
67_20250519,from_balance,960.3299
67_20250519,total,0.0
67_20250526,sales,0.0
67_20250526,fees,-0.0
67_20250526,credits_due,-0.0
67_20250526,from_balance,960.3299
67_20250526,total,0.0
67_20250602,sales,0.0
67_20250602,fees,-0.0
67_20250602,credits_due,-0.0
67_20250602,from_balance,960.3299
67_20250602,total,0.0
67_20250609,sales,0.0
67_20250609,fees,-0.0
67_20250609,credits_due,-0.0
67_20250609,from_balance,960.3299
67_20250609,total,0.0
67_20250616,sales,0.0
67_20250616,fees,-0.0
67_20250616,credits_due,-0.0
67_20250616,from_balance,960.3299
67_20250616,total,0.0
67_20250623,sales,0.0
67_20250623,fees,-0.0
67_20250623,credits_due,-0.0
67_20250623,from_balance,960.3299
67_20250623,total,0.0
67_20250630,sales,0.0
67_20250630,fees,-0.0
67_20250630,credits_due,-0.0
67_20250630,from_balance,960.3299
67_20250630,total,0.0
67_20250707,sales,0.0
67_20250707,fees,-0.0
67_20250707,credits_due,-0.0
67_20250707,from_balance,960.3299
67_20250707,total,0.0
67_20250714,sales,0.0
67_20250714,fees,-0.0
67_20250714,credits_due,-0.0
67_20250714,from_balance,960.3299
67_20250714,total,0.0
67_20250721,sales,0.0
67_20250721,fees,-0.0
67_20250721,credits_due,-0.0
67_20250721,from_balance,960.3299
67_20250721,total,0.0
67_20250728,sales,162.5
67_20250728,fees,-52.3
67_20250728,credits_due,-0.0
67_20250728,from_balance,960.3299
67_20250728,total,110.2
67_20250804,sales,110.50999
67_20250804,fees,-25.96
67_20250804,credits_due,-0.0
67_20250804,from_balance,1070.53
67_20250804,total,84.54998
67_20250811,sales,16.1
67_20250811,fees,-1.67
67_20250811,credits_due,-0.0
67_20250811,from_balance,1155.08
67_20250811,total,14.430000000000001
67_20250818,sales,0.0
67_20250818,fees,-0.0
67_20250818,credits_due,-0.0
67_20250818,from_balance,1169.51
67_20250818,total,0.0
67_20250825,sales,0.0
67_20250825,fees,-0.0
67_20250825,credits_due,-0.0
67_20250825,from_balance,1169.51
67_20250825,total,0.0
67_20250901,sales,0.0
67_20250901,fees,-0.0
67_20250901,credits_due,-0.0
67_20250901,from_balance,1169.51
67_20250901,total,0.0
67_20250908,sales,0.0
67_20250908,fees,-0.0
67_20250908,credits_due,-0.0
67_20250908,from_balance,1169.51
67_20250908,total,0.0
67_20250915,sales,0.0
67_20250915,fees,-0.0
67_20250915,credits_due,-0.0
67_20250915,from_balance,1169.51
67_20250915,total,0.0
67_20250922,sales,147.37
67_20250922,fees,-38.95
67_20250922,credits_due,-0.0
67_20250922,from_balance,1169.51
67_20250922,total,108.42
67_20250929,sales,0.0
67_20250929,fees,-0.0
67_20250929,credits_due,-0.0
67_20250929,from_balance,1277.93
67_20250929,total,0.0
68_20240101,sales,135.24
68_20240101,fees,-40.98
68_20240101,credits_due,-0.0
68_20240101,from_balance,354.99
68_20240101,total,94.26000000000002
68_20240108,sales,53.42
68_20240108,fees,-9.63
68_20240108,credits_due,-0.0
68_20240108,from_balance,449.25
68_20240108,total,43.79
68_20240115,sales,0.0
68_20240115,fees,-0.0
68_20240115,credits_due,-0.0
68_20240115,from_balance,493.04
68_20240115,total,0.0
68_20240122,sales,0.0
68_20240122,fees,-0.0
68_20240122,credits_due,-0.0
68_20240122,from_balance,493.04
68_20240122,total,0.0
68_20240129,sales,0.0
68_20240129,fees,-0.0
68_20240129,credits_due,-0.0
68_20240129,from_balance,493.04
68_20240129,total,0.0
68_20240205,sales,0.0
68_20240205,fees,-0.0
68_20240205,credits_due,-0.0
68_20240205,from_balance,493.04
68_20240205,total,0.0
68_20240212,sales,0.0
68_20240212,fees,-0.0
68_20240212,credits_due,-0.0
68_20240212,from_balance,493.04
68_20240212,total,0.0
68_20240219,sales,0.0
68_20240219,fees,-0.0
68_20240219,credits_due,-0.0
68_20240219,from_balance,493.04
68_20240219,total,0.0
68_20240226,sales,0.0
68_20240226,fees,-0.0
68_20240226,credits_due,-0.0
68_20240226,from_balance,493.04
68_20240226,total,0.0
68_20240304,sales,0.0
68_20240304,fees,-0.0
68_20240304,credits_due,-0.0
68_20240304,from_balance,493.04
68_20240304,total,0.0
68_20240311,sales,0.0
68_20240311,fees,-0.0
68_20240311,credits_due,-0.0
68_20240311,from_balance,493.04
68_20240311,total,0.0
68_20240318,sales,0.0
68_20240318,fees,-0.0
68_20240318,credits_due,-0.0
68_20240318,from_balance,493.04
68_20240318,total,0.0
68_20240325,sales,0.0
68_20240325,fees,-0.0
68_20240325,credits_due,-0.0
68_20240325,from_balance,493.04
68_20240325,total,0.0
68_20240401,sales,0.0
68_20240401,fees,-0.0
68_20240401,credits_due,-0.0
68_20240401,from_balance,493.04
68_20240401,total,0.0
68_20240408,sales,0.0
68_20240408,fees,-0.0
68_20240408,credits_due,-0.0
68_20240408,from_balance,493.04
68_20240408,total,0.0
68_20240415,sales,0.0
68_20240415,fees,-0.0
68_20240415,credits_due,-0.0
68_20240415,from_balance,493.04
68_20240415,total,0.0
68_20240422,sales,0.0
68_20240422,fees,-0.0
68_20240422,credits_due,-0.0
68_20240422,from_balance,493.04
68_20240422,total,0.0
68_20240429,sales,0.0
68_20240429,fees,-0.0
68_20240429,credits_due,-0.0
68_20240429,from_balance,493.04
68_20240429,total,0.0
68_20240506,sales,0.0
68_20240506,fees,-0.0
68_20240506,credits_due,-0.0
68_20240506,from_balance,493.04
68_20240506,total,0.0
68_20240513,sales,0.0
68_20240513,fees,-0.0
68_20240513,credits_due,-0.0
68_20240513,from_balance,493.04
68_20240513,total,0.0
68_20240520,sales,0.0
68_20240520,fees,-0.0
68_20240520,credits_due,-0.0
68_20240520,from_balance,493.04
68_20240520,total,0.0
68_20240527,sales,0.0
68_20240527,fees,-0.0
68_20240527,credits_due,-0.0
68_20240527,from_balance,493.04
68_20240527,total,0.0
68_20240603,sales,0.0
68_20240603,fees,-0.0
68_20240603,credits_due,-0.0
68_20240603,from_balance,493.04
68_20240603,total,0.0
68_20240610,sales,0.0
68_20240610,fees,-0.0
68_20240610,credits_due,-0.0
68_20240610,from_balance,493.04
68_20240610,total,0.0
68_20240617,sales,0.0
68_20240617,fees,-0.0
68_20240617,credits_due,-0.0
68_20240617,from_balance,493.04
68_20240617,total,0.0
68_20240624,sales,0.0
68_20240624,fees,-0.0
68_20240624,credits_due,-0.0
68_20240624,from_balance,493.04
68_20240624,total,0.0
68_20240701,sales,0.0
68_20240701,fees,-0.0
68_20240701,credits_due,-0.0
68_20240701,from_balance,493.04
68_20240701,total,0.0
68_20240708,sales,0.0
68_20240708,fees,-0.0
68_20240708,credits_due,-0.0
68_20240708,from_balance,493.04
68_20240708,total,0.0
68_20240715,sales,13.64
68_20240715,fees,-2.1
68_20240715,credits_due,-0.0
68_20240715,from_balance,493.04
68_20240715,total,11.540000000000001
68_20240722,sales,0.0
68_20240722,fees,-0.0
68_20240722,credits_due,-0.0
68_20240722,from_balance,504.58000000000004
68_20240722,total,0.0
68_20240729,sales,0.0
68_20240729,fees,-0.0
68_20240729,credits_due,-0.0
68_20240729,from_balance,504.58000000000004
68_20240729,total,0.0
68_20240805,sales,0.0
68_20240805,fees,-0.0
68_20240805,credits_due,-0.0
68_20240805,from_balance,504.58000000000004
68_20240805,total,0.0
68_20240812,sales,0.0
68_20240812,fees,-0.0
68_20240812,credits_due,-0.0
68_20240812,from_balance,504.58000000000004
68_20240812,total,0.0
68_20240819,sales,0.0
68_20240819,fees,-0.0
68_20240819,credits_due,-0.0
68_20240819,from_balance,504.58000000000004
68_20240819,total,0.0
68_20240826,sales,0.0
68_20240826,fees,-0.0
68_20240826,credits_due,-0.0
68_20240826,from_balance,504.58000000000004
68_20240826,total,0.0
68_20240902,sales,134.45
68_20240902,fees,-46.54
68_20240902,credits_due,-0.0
68_20240902,from_balance,504.58000000000004
68_20240902,total,87.91
68_20240909,sales,42.88
68_20240909,fees,-13.79
68_20240909,credits_due,-0.0
68_20240909,from_balance,592.49
68_20240909,total,29.090000000000003
68_20240916,sales,0.0
68_20240916,fees,-0.0
68_20240916,credits_due,-0.0
68_20240916,from_balance,621.58
68_20240916,total,0.0
68_20240923,sales,0.0
68_20240923,fees,-0.0
68_20240923,credits_due,-0.0
68_20240923,from_balance,621.58
68_20240923,total,0.0
68_20240930,sales,0.0
68_20240930,fees,-0.0
68_20240930,credits_due,-0.0
68_20240930,from_balance,621.58
68_20240930,total,0.0
68_20241007,sales,16.85
68_20241007,fees,-3.59
68_20241007,credits_due,-0.0
68_20241007,from_balance,621.58
68_20241007,total,13.260000000000002
68_20241014,sales,0.0
68_20241014,fees,-0.0
68_20241014,credits_due,-0.0
68_20241014,from_balance,634.84
68_20241014,total,0.0
68_20241021,sales,0.0
68_20241021,fees,-0.0
68_20241021,credits_due,-0.0
68_20241021,from_balance,634.84
68_20241021,total,0.0
68_20241028,sales,0.0
68_20241028,fees,-0.0
68_20241028,credits_due,-0.0
68_20241028,from_balance,634.84
68_20241028,total,0.0
68_20241104,sales,0.0
68_20241104,fees,-0.0
68_20241104,credits_due,-0.0
68_20241104,from_balance,634.84
68_20241104,total,0.0
68_20241111,sales,0.0
68_20241111,fees,-0.0
68_20241111,credits_due,-0.0
68_20241111,from_balance,634.84
68_20241111,total,0.0
68_20241118,sales,0.0
68_20241118,fees,-0.0
68_20241118,credits_due,-0.0
68_20241118,from_balance,634.84
68_20241118,total,0.0
68_20241125,sales,0.0
68_20241125,fees,-0.0
68_20241125,credits_due,-0.0
68_20241125,from_balance,634.84
68_20241125,total,0.0
68_20241202,sales,0.0
68_20241202,fees,-0.0
68_20241202,credits_due,-0.0
68_20241202,from_balance,634.84
68_20241202,total,0.0
68_20241209,sales,0.0
68_20241209,fees,-0.0
68_20241209,credits_due,-0.0
68_20241209,from_balance,634.84
68_20241209,total,0.0
68_20241216,sales,92.4
68_20241216,fees,-19.4
68_20241216,credits_due,-0.0
68_20241216,from_balance,634.84
68_20241216,total,73.0
68_20241223,sales,0.0
68_20241223,fees,-0.0
68_20241223,credits_due,-0.0
68_20241223,from_balance,707.84
68_20241223,total,0.0
68_20241230,sales,0.0
68_20241230,fees,-0.0
68_20241230,credits_due,-0.0
68_20241230,from_balance,707.84
68_20241230,total,0.0
68_20250106,sales,0.0
68_20250106,fees,-0.0
68_20250106,credits_due,-0.0
68_20250106,from_balance,707.84
68_20250106,total,0.0
68_20250113,sales,0.0
68_20250113,fees,-0.0
68_20250113,credits_due,-0.0
68_20250113,from_balance,707.84
68_20250113,total,0.0
68_20250120,sales,96.8
68_20250120,fees,-32.13
68_20250120,credits_due,-0.0
68_20250120,from_balance,707.84
68_20250120,total,64.66999
68_20250127,sales,0.0
68_20250127,fees,-0.0
68_20250127,credits_due,-0.0
68_20250127,from_balance,772.51
68_20250127,total,0.0
68_20250203,sales,43.24
68_20250203,fees,-13.55
68_20250203,credits_due,-0.0
68_20250203,from_balance,772.51
68_20250203,total,29.69
68_20250210,sales,0.0
68_20250210,fees,-0.0
68_20250210,credits_due,-0.0
68_20250210,from_balance,802.2
68_20250210,total,0.0
68_20250217,sales,0.0
68_20250217,fees,-0.0
68_20250217,credits_due,-0.0
68_20250217,from_balance,802.2
68_20250217,total,0.0
68_20250224,sales,0.0
68_20250224,fees,-0.0
68_20250224,credits_due,-0.0
68_20250224,from_balance,802.2
68_20250224,total,0.0
68_20250303,sales,0.0
68_20250303,fees,-0.0
68_20250303,credits_due,-0.0
68_20250303,from_balance,802.2
68_20250303,total,0.0
68_20250310,sales,0.0
68_20250310,fees,-0.0
68_20250310,credits_due,-0.0
68_20250310,from_balance,802.2
68_20250310,total,0.0
68_20250317,sales,58.79
68_20250317,fees,-17.5
68_20250317,credits_due,-0.0
68_20250317,from_balance,802.2
68_20250317,total,41.29
68_20250324,sales,0.0
68_20250324,fees,-0.0
68_20250324,credits_due,-0.0
68_20250324,from_balance,843.49
68_20250324,total,0.0
68_20250331,sales,0.0
68_20250331,fees,-0.0
68_20250331,credits_due,-0.0
68_20250331,from_balance,843.49
68_20250331,total,0.0
68_20250407,sales,338.39
68_20250407,fees,-44.32
68_20250407,credits_due,-0.0
68_20250407,from_balance,843.49
68_20250407,total,294.07
68_20250414,sales,600.11
68_20250414,fees,-201.96
68_20250414,credits_due,-0.0
68_20250414,from_balance,1137.56
68_20250414,total,398.15
68_20250421,sales,1017.8699
68_20250421,fees,-263.21
68_20250421,credits_due,-0.0
68_20250421,from_balance,1535.71
68_20250421,total,754.6599
68_20250428,sales,536.37
68_20250428,fees,-186.6
68_20250428,credits_due,-0.0
68_20250428,from_balance,2000.0
68_20250428,total,349.77
68_20250505,sales,0.0
68_20250505,fees,-0.0
68_20250505,credits_due,-0.0
68_20250505,from_balance,2000.0
68_20250505,total,0.0
68_20250512,sales,0.0
68_20250512,fees,-0.0
68_20250512,credits_due,-0.0
68_20250512,from_balance,2000.0
68_20250512,total,0.0
68_20250519,sales,0.0
68_20250519,fees,-0.0
68_20250519,credits_due,-0.0
68_20250519,from_balance,2000.0
68_20250519,total,0.0
68_20250526,sales,0.0
68_20250526,fees,-0.0
68_20250526,credits_due,-0.0
68_20250526,from_balance,2000.0
68_20250526,total,0.0
68_20250602,sales,0.0
68_20250602,fees,-0.0
68_20250602,credits_due,-0.0
68_20250602,from_balance,2000.0
68_20250602,total,0.0
68_20250609,sales,0.0
68_20250609,fees,-0.0
68_20250609,credits_due,-0.0
68_20250609,from_balance,2000.0
68_20250609,total,0.0
68_20250616,sales,0.0
68_20250616,fees,-0.0
68_20250616,credits_due,-0.0
68_20250616,from_balance,2000.0
68_20250616,total,0.0
68_20250623,sales,0.0
68_20250623,fees,-0.0
68_20250623,credits_due,-0.0
68_20250623,from_balance,2000.0
68_20250623,total,0.0
68_20250630,sales,0.0
68_20250630,fees,-0.0
68_20250630,credits_due,-0.0
68_20250630,from_balance,2000.0
68_20250630,total,0.0
68_20250707,sales,0.0
68_20250707,fees,-0.0
68_20250707,credits_due,-0.0
68_20250707,from_balance,2000.0
68_20250707,total,0.0
68_20250714,sales,0.0
68_20250714,fees,-0.0
68_20250714,credits_due,-0.0
68_20250714,from_balance,2000.0
68_20250714,total,0.0
68_20250721,sales,0.0
68_20250721,fees,-0.0
68_20250721,credits_due,-0.0
68_20250721,from_balance,2000.0
68_20250721,total,0.0
68_20250728,sales,0.0
68_20250728,fees,-0.0
68_20250728,credits_due,-0.0
68_20250728,from_balance,2000.0
68_20250728,total,0.0
68_20250804,sales,0.0
68_20250804,fees,-0.0
68_20250804,credits_due,-0.0
68_20250804,from_balance,2000.0
68_20250804,total,0.0
68_20250811,sales,0.0
68_20250811,fees,-0.0
68_20250811,credits_due,-0.0
68_20250811,from_balance,2000.0
68_20250811,total,0.0
68_20250818,sales,0.0
68_20250818,fees,-0.0
68_20250818,credits_due,-0.0
68_20250818,from_balance,2000.0
68_20250818,total,0.0
68_20250825,sales,0.0
68_20250825,fees,-0.0
68_20250825,credits_due,-0.0
68_20250825,from_balance,2000.0
68_20250825,total,0.0
68_20250901,sales,0.0
68_20250901,fees,-0.0
68_20250901,credits_due,-0.0
68_20250901,from_balance,2000.0
68_20250901,total,0.0
68_20250908,sales,0.0
68_20250908,fees,-0.0
68_20250908,credits_due,-0.0
68_20250908,from_balance,2000.0
68_20250908,total,0.0
68_20250915,sales,0.0
68_20250915,fees,-0.0
68_20250915,credits_due,-0.0
68_20250915,from_balance,2000.0
68_20250915,total,0.0
68_20250922,sales,0.0
68_20250922,fees,-0.0
68_20250922,credits_due,-0.0
68_20250922,from_balance,2000.0
68_20250922,total,0.0
68_20250929,sales,0.0
68_20250929,fees,-0.0
68_20250929,credits_due,-0.0
68_20250929,from_balance,2000.0
68_20250929,total,0.0
69_20240101,sales,0.0
69_20240101,fees,-0.0
69_20240101,credits_due,-0.0
69_20240101,from_balance,167.79
69_20240101,total,0.0
69_20240108,sales,0.0
69_20240108,fees,-0.0
69_20240108,credits_due,-0.0
69_20240108,from_balance,167.79
69_20240108,total,0.0
69_20240115,sales,62.32
69_20240115,fees,-15.96
69_20240115,credits_due,-0.0
69_20240115,from_balance,167.79
69_20240115,total,46.36
69_20240122,sales,0.0
69_20240122,fees,-0.0
69_20240122,credits_due,-0.0
69_20240122,from_balance,214.14998
69_20240122,total,0.0
69_20240129,sales,0.0
69_20240129,fees,-0.0
69_20240129,credits_due,-0.0
69_20240129,from_balance,214.14998
69_20240129,total,0.0
69_20240205,sales,0.0
69_20240205,fees,-0.0
69_20240205,credits_due,-0.0
69_20240205,from_balance,214.14998
69_20240205,total,0.0
69_20240212,sales,143.87
69_20240212,fees,-25.1
69_20240212,credits_due,-0.0
69_20240212,from_balance,214.14998
69_20240212,total,118.77000000000001
69_20240219,sales,0.0
69_20240219,fees,-0.0
69_20240219,credits_due,-0.0
69_20240219,from_balance,332.91996
69_20240219,total,0.0
69_20240226,sales,0.0
69_20240226,fees,-0.0
69_20240226,credits_due,-629.04
69_20240226,from_balance,332.91996
69_20240226,total,-629.04
69_20240304,sales,0.0
69_20240304,fees,-0.0
69_20240304,credits_due,-0.0
69_20240304,from_balance,-296.12
69_20240304,total,-296.12
69_20240311,sales,0.0
69_20240311,fees,-0.0
69_20240311,credits_due,-0.0
69_20240311,from_balance,-592.24
69_20240311,total,-592.24
69_20240318,sales,0.0
69_20240318,fees,-0.0
69_20240318,credits_due,-0.0
69_20240318,from_balance,-1184.48
69_20240318,total,-1184.48
69_20240325,sales,143.85
69_20240325,fees,-40.64
69_20240325,credits_due,-0.0
69_20240325,from_balance,-2000.0
69_20240325,total,-1896.7900000000002
69_20240401,sales,0.0
69_20240401,fees,-0.0
69_20240401,credits_due,-0.0
69_20240401,from_balance,-2000.0
69_20240401,total,-2000.0
69_20240408,sales,0.0
69_20240408,fees,-0.0
69_20240408,credits_due,-0.0
69_20240408,from_balance,-2000.0
69_20240408,total,-2000.0
69_20240415,sales,0.0
69_20240415,fees,-0.0
69_20240415,credits_due,-0.0
69_20240415,from_balance,-2000.0
69_20240415,total,-2000.0
69_20240422,sales,0.0
69_20240422,fees,-0.0
69_20240422,credits_due,-0.0
69_20240422,from_balance,-2000.0
69_20240422,total,-2000.0
69_20240429,sales,0.0
69_20240429,fees,-0.0
69_20240429,credits_due,-0.0
69_20240429,from_balance,-2000.0
69_20240429,total,-2000.0
69_20240506,sales,0.0
69_20240506,fees,-0.0
69_20240506,credits_due,-0.0
69_20240506,from_balance,-2000.0
69_20240506,total,-2000.0
69_20240513,sales,0.0
69_20240513,fees,-0.0
69_20240513,credits_due,-0.0
69_20240513,from_balance,-2000.0
69_20240513,total,-2000.0
69_20240520,sales,119.55
69_20240520,fees,-37.58
69_20240520,credits_due,-0.0
69_20240520,from_balance,-2000.0
69_20240520,total,-1918.03
69_20240527,sales,270.59000000000003
69_20240527,fees,-67.52
69_20240527,credits_due,-0.0
69_20240527,from_balance,-2000.0
69_20240527,total,-1796.9298
69_20240603,sales,33.88
69_20240603,fees,-9.04
69_20240603,credits_due,-0.0
69_20240603,from_balance,-2000.0
69_20240603,total,-1975.1599
69_20240610,sales,0.0
69_20240610,fees,-0.0
69_20240610,credits_due,-0.0
69_20240610,from_balance,-2000.0
69_20240610,total,-2000.0
69_20240617,sales,0.0
69_20240617,fees,-0.0
69_20240617,credits_due,-0.0
69_20240617,from_balance,-2000.0
69_20240617,total,-2000.0
69_20240624,sales,0.0
69_20240624,fees,-0.0
69_20240624,credits_due,-0.0
69_20240624,from_balance,-2000.0
69_20240624,total,-2000.0
69_20240701,sales,0.0
69_20240701,fees,-0.0
69_20240701,credits_due,-792.65
69_20240701,from_balance,-2000.0
69_20240701,total,-2792.65
69_20240708,sales,0.0
69_20240708,fees,-0.0
69_20240708,credits_due,-0.0
69_20240708,from_balance,-2000.0
69_20240708,total,-2000.0
69_20240715,sales,0.0
69_20240715,fees,-0.0
69_20240715,credits_due,-0.0
69_20240715,from_balance,-2000.0
69_20240715,total,-2000.0
69_20240722,sales,37.77
69_20240722,fees,-9.92
69_20240722,credits_due,-0.0
69_20240722,from_balance,-2000.0
69_20240722,total,-1972.15
69_20240729,sales,336.96997
69_20240729,fees,-42.13
69_20240729,credits_due,-0.0
69_20240729,from_balance,-2000.0
69_20240729,total,-1705.16
69_20240805,sales,0.0
69_20240805,fees,-0.0
69_20240805,credits_due,-0.0
69_20240805,from_balance,-2000.0
69_20240805,total,-2000.0
69_20240812,sales,0.0
69_20240812,fees,-0.0
69_20240812,credits_due,-0.0
69_20240812,from_balance,-2000.0
69_20240812,total,-2000.0
69_20240819,sales,0.0
69_20240819,fees,-0.0
69_20240819,credits_due,-0.0
69_20240819,from_balance,-2000.0
