lead_id,seller_id,created_at,amount,status,shipping_status,tracking_number
1281,22,2024-09-29 08:17:48.834980,44.9,Confirmed,Returned,TRK202409295764
1282,107,2025-08-27 19:37:02.987903,78.04,Cancelled,Pending,
1283,190,2025-05-19 23:58:23.062299,35.35,Confirmed,Returned,TRK202505192607
1284,68,2025-05-17 20:59:37.182424,102.8,Cancelled,Pending,
1285,171,2025-03-21 00:21:12.226149,53.7,Confirmed,Delivered,TRK202503216283
1286,81,2025-06-10 10:48:46.598868,149.82,Contacted,Pending,
1287,161,2024-09-21 13:05:08.809121,80.96,Contacted,Pending,
1288,60,2025-03-09 14:28:18.588930,62.38,Confirmed,Pending,TRK202503098555
1289,86,2025-01-18 16:07:57.266261,83.3,Confirmed,Delivered,TRK202501182573
1290,65,2024-01-24 23:07:02.372648,18.5,Confirmed,Shipped,TRK202401246858
1291,257,2025-01-06 16:06:14.033815,112.55,Confirmed,Shipped,TRK202501067889
1292,205,2024-04-05 13:40:11.686992,124.51,Confirmed,Returned,TRK202404051432
1293,89,2025-09-03 16:19:31.687771,52.05,Confirmed,Delivered,TRK202509035954
1294,212,2025-03-22 01:25:04.489793,80.8,Confirmed,Shipped,TRK202503229900
1295,296,2025-02-16 17:13:37.713600,52.21,Confirmed,Pending,TRK202502167433
1296,101,2025-01-22 07:12:47.168113,88.43,Confirmed,Delivered,TRK202501229487
1297,35,2025-03-18 16:15:33.391845,97.16,New,Pending,
1298,204,2025-06-20 20:00:07.707006,108.79,Confirmed,Pending,TRK202506205760
1299,184,2024-05-06 17:17:30.847297,88.32,Confirmed,Shipped,TRK202405069369
1300,243,2024-06-23 16:52:41.212929,60.06,Confirmed,Pending,TRK202406234359
1301,192,2024-08-25 17:18:23.426366,70.98,Confirmed,Shipped,TRK202408254662
1302,132,2024-01-19 08:32:15.762972,63.19,Confirmed,Shipped,TRK202401196093
1303,91,2024-07-04 11:30:12.218925,87.15,Cancelled,Pending,
1304,177,2024-03-26 23:42:05.770932,88.45,Confirmed,Shipped,TRK202403262100
1305,277,2025-01-09 02:11:29.704428,37.99,Confirmed,Shipped,TRK202501095050
1306,40,2024-07-15 17:18:10.804665,41.43,New,Pending,
1307,286,2024-03-13 20:06:55.299175,112.5,New,Pending,
1308,17,2025-02-22 07:57:07.557936,117.32,Confirmed,Shipped,TRK202502224849
1309,31,2024-07-21 09:02:13.746073,55.08,Confirmed,Delivered,TRK202407218194
1310,69,2024-04-14 22:56:18.181409,124.77,Confirmed,Shipped,TRK202404141354
1311,232,2024-04-04 14:15:30.874034,100.77,Contacted,Pending,
1312,219,2024-05-05 23:11:46.687338,140.62,Confirmed,Shipped,TRK202405055751
1313,119,2024-04-26 14:54:35.067538,64.93,Cancelled,Pending,
1314,151,2024-09-08 04:21:49.392140,85.25,Confirmed,Delivered,TRK202409082758
1315,255,2024-04-05 15:10:51.604840,129.8,Contacted,Pending,
1316,16,2024-05-31 12:45:50.955405,118.37,Confirmed,Pending,TRK202405315960
1317,179,2024-06-29 09:58:47.839861,80.6,Confirmed,Returned,TRK202406296811
1318,238,2025-01-22 23:18:26.640562,96.88,Confirmed,Delivered,TRK202501225536
1319,83,2024-09-02 02:55:29.235723,138.03,Confirmed,Delivered,TRK202409029244
1320,19,2024-10-02 23:27:58.705439,116.05,Confirmed,Pending,TRK202410023480
1321,106,2024-07-10 16:01:05.607971,40.26,Confirmed,Delivered,TRK202407103294
1322,231,2025-01-25 21:55:44.651601,137.76,Cancelled,Pending,
1323,89,2025-02-05 14:21:39.954822,133.82,Confirmed,Shipped,TRK202502053955
1324,53,2024-04-18 08:05:02.058286,103.2,Confirmed,Shipped,TRK202404183120
1325,174,2024-02-28 16:23:32.913392,52.47,Cancelled,Pending,
1326,63,2024-11-06 20:56:10.054387,112.59,Confirmed,Pending,TRK202411061483
1327,117,2025-07-21 07:02:25.512663,135.88,Contacted,Pending,
1328,293,2025-08-27 18:44:10.127942,41.77,Confirmed,Delivered,TRK202508276302
1329,147,2025-03-06 09:15:37.502955,53.91,Cancelled,Pending,
1330,213,2024-01-31 19:54:38.609187,72.59,Confirmed,Shipped,TRK202401313850
1331,277,2025-05-06 16:45:50.116349,134.53,Confirmed,Returned,TRK202505062054
1332,124,2024-12-24 20:56:16.009748,34.04,Contacted,Pending,
1333,131,2024-11-02 09:04:20.038727,22.45,New,Pending,
1334,290,2025-02-09 10:18:08.680824,113.15,Confirmed,Delivered,TRK202502093851
1335,289,2024-06-17 12:20:49.422409,29.19,Confirmed,Returned,TRK202406174272
1336,155,2025-07-18 13:43:42.387937,41.75,Confirmed,Shipped,TRK202507184296
1337,132,2024-05-17 22:35:14.774318,84.19,Confirmed,Shipped,TRK202405174150
1338,225,2024-04-26 20:08:45.075752,70.47,Confirmed,Delivered,TRK202404264334
1339,207,2025-08-27 20:35:53.391357,108.95,Confirmed,Shipped,TRK202508277685
1340,216,2024-09-29 21:44:29.260586,76.32,Confirmed,Delivered,TRK202409299653
1341,12,2025-07-15 07:04:49.733477,35.64,Confirmed,Delivered,TRK202507158761
1342,272,2025-08-20 00:39:16.488501,60.85,Confirmed,Shipped,TRK202508203258
1343,8,2024-03-27 02:26:09.032636,90.01,Confirmed,Shipped,TRK202403277162
1344,273,2024-07-10 12:41:21.092199,92.12,Confirmed,Shipped,TRK202407109474
1345,103,2025-07-30 01:44:47.906606,106.36,Confirmed,Pending,TRK202507309856
1346,77,2024-02-29 00:54:41.085396,19.77,Confirmed,Shipped,TRK202402295118
1347,104,2024-08-23 04:48:45.468688,128.72,Confirmed,Shipped,TRK202408233586
1348,284,2024-08-05 04:10:07.663292,94.87,New,Pending,
1349,96,2024-07-14 18:55:52.904342,25.44,Cancelled,Pending,
1350,288,2024-10-16 03:08:12.670656,72.37,Confirmed,Shipped,TRK202410162816
1351,134,2025-05-02 05:09:08.127633,23.49,Confirmed,Pending,TRK202505027904
1352,162,2024-02-22 14:26:09.224684,22.08,Confirmed,Pending,TRK202402224346
1353,80,2024-10-24 08:03:58.736598,40.45,Cancelled,Pending,
1354,176,2025-07-14 01:05:58.379890,84.92,Contacted,Pending,
1355,107,2024-02-24 10:50:37.013521,17.11,Cancelled,Pending,
1356,213,2024-07-09 14:24:21.119705,138.81,Confirmed,Pending,TRK202407092159
1357,153,2025-04-15 08:29:34.164931,79.11,Confirmed,Delivered,TRK202504152320
1358,119,2025-01-12 19:16:10.308180,51.18,Confirmed,Shipped,TRK202501121683
1359,180,2025-02-24 23:49:31.591396,60.18,Confirmed,Delivered,TRK202502248069
1360,28,2024-07-18 15:15:01.876272,69.13,New,Pending,
1361,184,2024-10-22 06:05:23.510052,102.36,Confirmed,Delivered,TRK202410221296
1362,261,2025-03-07 21:09:05.105395,129.37,Confirmed,Pending,TRK202503077180
1363,93,2024-09-02 14:07:57.326342,17.64,Confirmed,Shipped,TRK202409022893
1364,174,2024-02-29 16:23:32.913392,90.89,Cancelled,Pending,
1365,147,2025-07-07 18:37:49.091034,57.91,Confirmed,Returned,TRK202507074902
1366,278,2024-07-08 02:17:55.513133,72.18,New,Pending,
1367,233,2025-07-02 00:59:36.240162,63.0,Confirmed,Returned,TRK202507021244
1368,165,2025-08-22 08:08:14.922088,110.89,Contacted,Pending,
1369,129,2024-01-27 04:20:15.484807,103.84,New,Pending,
1370,11,2024-04-10 13:12:53.379046,94.56,Contacted,Pending,
1371,9,2025-03-11 08:21:22.005904,56.71,Confirmed,Delivered,TRK202503115790
1372,261,2025-05-03 02:28:28.325592,13.2,Contacted,Pending,
1373,159,2025-01-31 17:29:34.517265,42.11,Confirmed,Pending,TRK202501319907
1374,2,2024-10-11 23:11:39.559118,35.38,Confirmed,Delivered,TRK202410118266
1375,169,2025-05-20 00:24:42.288742,34.74,Cancelled,Pending,
1376,89,2024-09-28 09:53:06.256899,134.07,Contacted,Pending,
1377,255,2025-04-08 08:52:01.919799,66.89,Confirmed,Shipped,TRK202504089870
1378,263,2024-02-14 14:26:59.316372,100.15,Confirmed,Shipped,TRK202402148966
1379,259,2025-06-03 02:49:27.354987,19.44,Cancelled,Pending,
1380,289,2024-09-29 07:10:10.450287,44.86,Confirmed,Shipped,TRK202409294453
1381,115,2025-07-15 01:03:10.613724,31.1,Contacted,Pending,
1382,13,2024-02-19 19:14:55.759106,136.6,Confirmed,Pending,TRK202402194851
1383,119,2024-05-07 14:54:35.067538,46.17,Cancelled,Pending,
1384,164,2024-06-15 15:45:37.785416,89.65,Contacted,Pending,
1385,86,2025-01-11 13:30:17.374249,84.25,Confirmed,Pending,TRK202501115572
1386,60,2025-01-29 02:22:04.351823,57.85,Confirmed,Pending,TRK202501297268
1387,6,2025-08-12 11:31:22.028954,118.53,Contacted,Pending,
1388,298,2024-01-25 03:43:28.030528,147.13,Confirmed,Delivered,TRK202401251512
1389,287,2024-12-13 00:30:41.790924,74.42,Cancelled,Pending,
1390,271,2025-09-27 20:53:30.113805,78.69,Confirmed,Shipped,TRK202509275301
1391,139,2024-03-24 05:57:08.978835,136.44,Confirmed,Delivered,TRK202403246586
1392,190,2025-05-27 19:04:13.461779,64.38,Confirmed,Delivered,TRK202505271935
1393,61,2025-09-24 12:14:18.030789,64.53,Confirmed,Returned,TRK202509245709
1394,267,2025-09-17 02:33:32.029178,38.74,Cancelled,Pending,
1395,127,2024-12-14 08:20:15.854852,39.26,Confirmed,Shipped,TRK202412149501
1396,226,2024-06-20 00:19:39.448724,54.88,Confirmed,Returned,TRK202406204903
1397,151,2024-08-31 04:21:49.392140,34.93,Contacted,Pending,
1398,9,2024-03-07 00:16:10.555561,13.57,New,Pending,
1399,291,2024-07-27 10:30:19.140710,15.22,Contacted,Pending,
1400,39,2024-06-02 08:08:59.936922,25.98,Confirmed,Shipped,TRK202406025104
1401,186,2024-04-28 04:44:19.617985,110.6,Confirmed,Delivered,TRK202404283036
1402,102,2025-07-09 00:09:30.030021,81.07,Confirmed,Delivered,TRK202507098271
1403,299,2024-07-15 02:09:20.184855,72.7,New,Pending,
1404,202,2024-06-24 09:51:45.885858,142.41,Confirmed,Delivered,TRK202406244569
1405,136,2025-04-14 00:54:48.092464,111.84,Cancelled,Pending,
1406,13,2025-08-13 22:13:03.678614,70.67,Confirmed,Returned,TRK202508138216
1407,106,2024-06-30 16:01:05.607971,111.01,Contacted,Pending,
1408,61,2025-01-12 15:38:50.062021,109.71,Confirmed,Shipped,TRK202501121812
1409,126,2025-08-15 05:09:59.442325,69.21,Contacted,Pending,
1410,120,2025-07-09 17:28:39.443004,88.01,Confirmed,Pending,TRK202507094734
1411,293,2025-08-17 11:20:45.633438,53.49,Cancelled,Pending,
1412,285,2025-02-10 01:22:42.758759,90.08,Confirmed,Pending,TRK202502104845
1413,261,2024-04-24 03:24:03.834639,113.36,Confirmed,Pending,TRK202404248271
1414,38,2024-08-10 21:59:21.053229,132.69,Contacted,Pending,
1415,155,2024-07-12 19:16:51.559127,16.68,Confirmed,Delivered,TRK202407122169
1416,294,2025-04-21 10:33:00.101069,107.26,Contacted,Pending,
1417,161,2024-04-28 12:02:22.127681,32.99,Confirmed,Shipped,TRK202404287139
1418,236,2025-03-25 14:10:51.006830,22.67,Confirmed,Shipped,TRK202503251730
1419,145,2024-07-20 04:38:10.661475,145.85,Cancelled,Pending,
1420,260,2024-07-07 05:22:28.138926,26.92,Contacted,Pending,
1421,289,2025-02-02 21:10:59.347148,35.97,Confirmed,Delivered,TRK202502024520
1422,180,2025-02-27 23:49:31.591396,21.65,New,Pending,
1423,130,2024-01-11 07:06:35.290609,103.17,Confirmed,Returned,TRK202401112285
1424,116,2025-01-09 08:23:31.173989,79.44,Cancelled,Pending,
1425,222,2024-03-22 12:38:12.254588,50.0,Confirmed,Returned,TRK202403229982
1426,206,2025-07-06 18:32:45.683171,137.65,Confirmed,Shipped,TRK202507069646
1427,23,2024-04-22 06:19:33.037410,27.76,Confirmed,Delivered,TRK202404229525
1428,278,2025-01-20 12:29:58.295730,20.77,Contacted,Pending,
1429,34,2025-04-16 14:43:27.721840,37.18,Confirmed,Delivered,TRK202504166930
1430,214,2024-01-14 03:13:06.723662,48.6,Confirmed,Shipped,TRK202401144949
1431,58,2025-04-19 05:12:32.296194,61.05,Confirmed,Shipped,TRK202504199284
1432,135,2024-06-05 10:19:24.580476,117.29,Confirmed,Delivered,TRK202406058355
1433,300,2025-04-21 01:14:12.280672,97.09,Contacted,Pending,
1434,288,2025-07-31 01:41:37.976063,115.59,Cancelled,Pending,
1435,200,2024-02-13 16:57:31.579565,99.82,Contacted,Pending,
1436,96,2025-08-06 16:43:25.461501,147.64,Confirmed,Delivered,TRK202508065264
1437,146,2024-09-08 14:45:29.776522,128.11,Confirmed,Shipped,TRK202409087692
1438,247,2024-09-10 16:36:06.131820,79.04,Confirmed,Delivered,TRK202409104245
1439,34,2024-11-02 11:04:39.463419,48.32,Confirmed,Pending,TRK202411022979
1440,85,2025-04-29 04:12:57.052321,73.55,Confirmed,Shipped,TRK202504292654
1441,92,2025-06-12 19:11:02.993787,119.97,Confirmed,Pending,TRK202506123735
1442,291,2025-01-30 05:13:48.954016,119.1,Contacted,Pending,
1443,197,2025-06-12 00:59:14.211910,42.71,Cancelled,Pending,
1444,84,2025-04-02 06:27:26.400946,19.5,Confirmed,Shipped,TRK202504024955
1445,217,2024-03-17 22:11:54.242790,117.7,Contacted,Pending,
1446,21,2024-04-02 18:15:03.084458,103.23,Confirmed,Shipped,TRK202404022765
1447,56,2025-08-18 01:01:54.031239,86.63,New,Pending,
1448,17,2024-08-19 13:29:43.711559,89.77,Confirmed,Shipped,TRK202408197699
1449,275,2024-06-27 00:52:31.188190,92.33,Confirmed,Delivered,TRK202406278138
1450,64,2025-07-14 05:34:12.282581,136.48,Confirmed,Delivered,TRK202507149345
1451,7,2025-09-09 06:18:43.635304,138.21,New,Pending,
1452,212,2025-05-04 14:46:36.535094,61.1,Confirmed,Shipped,TRK202505048430
1453,171,2025-03-30 00:21:12.226149,57.61,Contacted,Pending,
1454,125,2024-02-02 19:33:59.270695,30.16,Contacted,Pending,
1455,33,2024-03-05 11:55:46.408902,92.02,Contacted,Pending,
1456,31,2025-08-01 09:11:58.634463,69.05,Confirmed,Delivered,TRK202508019326
1457,180,2025-02-12 21:17:30.788029,113.45,Confirmed,Shipped,TRK202502126219
1458,241,2024-03-16 17:13:03.849814,113.69,Cancelled,Pending,
1459,300,2024-05-01 00:04:14.504668,18.37,Confirmed,Shipped,TRK202405016150
1460,294,2025-04-21 10:33:00.101069,87.3,Contacted,Pending,
1461,290,2025-08-27 04:22:27.665975,56.34,Confirmed,Delivered,TRK202508275726
1462,283,2025-06-13 22:50:44.134473,118.76,Contacted,Pending,
1463,294,2025-02-09 06:50:33.923005,95.27,Cancelled,Pending,
1464,208,2025-01-18 18:18:29.161011,12.13,New,Pending,
1465,135,2024-06-10 10:19:24.580476,83.86,Confirmed,Pending,TRK202406101651
1466,178,2024-09-03 21:42:08.714064,20.62,Confirmed,Delivered,TRK202409031109
1467,2,2025-04-23 18:23:41.889888,112.71,Confirmed,Shipped,TRK202504237987
1468,192,2024-08-16 15:22:16.074686,132.64,Confirmed,Delivered,TRK202408165832
1469,116,2025-08-24 01:54:46.966419,137.63,Confirmed,Returned,TRK202508242965
1470,8,2024-11-09 09:47:31.656056,38.64,Confirmed,Shipped,TRK202411095309
1471,84,2025-03-14 23:13:13.464923,14.76,Cancelled,Pending,
1472,168,2025-07-03 00:27:12.196482,70.17,Contacted,Pending,
1473,197,2024-04-01 03:33:40.633092,105.16,Confirmed,Shipped,TRK202404012218
1474,103,2025-08-12 01:44:47.906606,16.43,Confirmed,Shipped,TRK202508129402
1475,251,2024-05-13 06:45:31.929850,131.28,Confirmed,Shipped,TRK202405131628
1476,240,2025-01-12 19:37:41.877040,48.87,Confirmed,Delivered,TRK202501121583
1477,300,2025-01-18 04:16:40.889343,26.65,Confirmed,Shipped,TRK202501187163
1478,183,2024-01-29 04:39:52.620580,149.9,Contacted,Pending,
1479,73,2024-06-07 10:29:10.494990,149.41,Contacted,Pending,
1480,18,2025-06-14 23:43:12.894081,81.96,Confirmed,Shipped,TRK202506144253
1481,249,2024-02-02 14:22:33.963875,58.29,Cancelled,Pending,
1482,291,2025-02-12 18:31:08.757184,69.73,Confirmed,Pending,TRK202502122102
1483,185,2025-04-28 07:17:02.309548,38.15,Contacted,Pending,
1484,256,2024-08-04 14:29:13.368412,117.78,Confirmed,Delivered,TRK202408044845
1485,275,2024-11-28 18:38:52.865823,93.24,Confirmed,Shipped,TRK202411283950
1486,249,2024-10-18 14:49:19.899291,143.48,Confirmed,Delivered,TRK202410188947
1487,120,2025-02-19 14:17:13.429003,90.76,Confirmed,Shipped,TRK202502195840
1488,143,2025-06-21 05:15:42.266279,26.74,Cancelled,Pending,
1489,279,2024-03-03 19:57:32.614008,129.17,Confirmed,Shipped,TRK202403038326
1490,46,2024-09-23 12:06:47.175349,116.29,Contacted,Pending,
1491,144,2025-04-13 21:25:56.506134,59.62,Confirmed,Shipped,TRK202504137522
1492,75,2025-04-07 22:59:25.301467,87.6,Confirmed,Shipped,TRK202504079014
1493,11,2024-04-03 13:12:53.379046,93.14,New,Pending,
1494,279,2024-10-24 14:24:45.422935,25.46,Confirmed,Delivered,TRK202410241996
1495,50,2024-10-03 07:54:13.787180,129.25,Contacted,Pending,
1496,68,2025-04-23 14:32:46.772346,34.73,Confirmed,Shipped,TRK202504235271
1497,286,2025-07-19 21:47:36.919205,104.58,Contacted,Pending,
1498,285,2024-08-19 05:44:02.214277,95.36,Confirmed,Delivered,TRK202408196054
1499,189,2024-09-03 21:19:19.961771,141.79,Confirmed,Shipped,TRK202409034378
1500,58,2025-08-15 20:48:03.592063,123.08,Contacted,Pending,
1501,255,2024-06-02 09:34:29.659293,22.93,Confirmed,Shipped,TRK202406029843
1502,176,2024-09-30 03:49:59.403955,12.66,Confirmed,Pending,TRK202409306460
1503,17,2024-04-29 15:50:21.826071,29.9,Confirmed,Shipped,TRK202404291806
1504,205,2025-05-05 01:03:21.171865,12.77,Confirmed,Returned,TRK202505059776
1505,204,2025-01-14 00:56:41.472197,16.1,Contacted,Pending,
1506,3,2024-04-29 11:50:18.372709,116.51,Confirmed,Shipped,TRK202404295074
1507,240,2024-06-26 15:30:38.689308,131.48,New,Pending,
1508,98,2024-12-18 11:01:59.093323,60.17,Contacted,Pending,
1509,75,2025-09-10 18:22:30.459384,63.41,New,Pending,
1510,110,2025-06-02 22:19:56.063201,52.26,Contacted,Pending,
1511,287,2024-11-22 18:17:52.198127,34.79,Contacted,Pending,
1512,113,2024-07-24 07:52:15.530111,46.35,Confirmed,Shipped,TRK202407247565
1513,54,2025-01-21 21:15:02.002957,21.72,Contacted,Pending,
1514,119,2024-08-13 11:43:45.169907,89.52,Contacted,Pending,
1515,213,2025-08-17 07:45:48.591498,45.73,Confirmed,Delivered,TRK202508177805
1516,121,2025-08-12 23:56:35.240434,102.6,Confirmed,Shipped,TRK202508127408
1517,188,2024-08-11 13:17:00.637980,38.76,Confirmed,Delivered,TRK202408117965
1518,172,2024-09-25 00:32:08.483325,99.68,Confirmed,Shipped,TRK202409252633
1519,138,2025-06-27 13:46:25.328369,137.21,Confirmed,Shipped,TRK202506272524
1520,56,2025-07-23 18:27:50.222416,29.56,Confirmed,Shipped,TRK202507239736
1521,154,2024-10-30 03:32:34.663135,76.58,New,Pending,
1522,275,2025-02-03 06:56:51.125161,103.23,Confirmed,Shipped,TRK202502037106
1523,279,2025-01-19 18:25:17.641486,29.41,Confirmed,Shipped,TRK202501191407
1524,36,2025-06-27 18:39:13.581794,105.03,Confirmed,Shipped,TRK202506272785
1525,175,2025-07-27 03:38:53.170266,22.73,Contacted,Pending,
1526,76,2025-05-22 17:12:34.212497,11.79,New,Pending,
1527,54,2024-12-07 21:49:20.875617,70.02,Contacted,Pending,
1528,36,2025-03-24 06:33:22.972948,12.94,Confirmed,Shipped,TRK202503243315
1529,141,2024-02-03 08:09:45.959435,51.79,Confirmed,Delivered,TRK202402034808
1530,67,2024-11-04 23:41:18.309077,86.08,Contacted,Pending,
1531,295,2024-07-26 06:20:04.998059,71.0,Confirmed,Pending,TRK202407267660
1532,205,2024-12-17 11:41:11.077166,106.71,Contacted,Pending,
1533,11,2024-04-13 13:12:53.379046,140.81,Confirmed,Shipped,TRK202404136128
1534,279,2025-01-28 21:49:54.001269,17.29,Contacted,Pending,
1535,33,2024-01-28 10:31:20.890671,21.25,Confirmed,Delivered,TRK202401282334
1536,275,2024-07-23 06:50:04.448357,77.48,Cancelled,Pending,
1537,49,2024-08-15 21:44:38.750038,40.99,Confirmed,Delivered,TRK202408153655
1538,17,2024-07-01 06:20:25.121927,106.54,Contacted,Pending,
1539,50,2024-09-26 07:54:13.787180,41.78,New,Pending,
1540,66,2025-03-05 16:30:03.415337,105.84,Confirmed,Shipped,TRK202503053291
1541,32,2024-12-25 19:58:17.839376,55.49,Confirmed,Shipped,TRK202412255861
1542,131,2025-03-18 09:21:01.198422,99.55,Confirmed,Delivered,TRK202503185441
1543,78,2024-01-27 21:31:02.944303,19.01,Confirmed,Shipped,TRK202401273718
1544,237,2025-01-30 00:33:45.876685,53.54,Confirmed,Delivered,TRK202501307082
1545,167,2024-10-17 09:54:52.869005,89.04,Confirmed,Shipped,TRK202410176409
1546,269,2024-09-20 17:34:50.330878,124.8,Confirmed,Delivered,TRK202409203217
1547,294,2025-04-27 10:33:00.101069,128.7,New,Pending,
1548,15,2025-02-19 09:08:30.750712,78.25,Confirmed,Returned,TRK202502191091
1549,3,2024-04-24 11:50:18.372709,24.97,Contacted,Pending,
1550,99,2024-07-13 13:57:24.584677,59.14,Confirmed,Pending,TRK202407138679
1551,49,2024-04-17 08:09:18.478776,136.45,Confirmed,Shipped,TRK202404174703
1552,124,2024-12-16 20:56:16.009748,84.12,Cancelled,Pending,
1553,96,2024-11-26 01:12:13.098486,50.43,Confirmed,Shipped,TRK202411267607
1554,105,2024-08-14 21:48:05.392959,33.15,Confirmed,Delivered,TRK202408144319
1555,117,2024-06-16 19:09:59.025961,64.53,Contacted,Pending,
1556,10,2024-04-30 02:31:43.302191,127.41,Contacted,Pending,
1557,182,2025-04-20 04:28:41.107762,144.72,Confirmed,Delivered,TRK202504206409
1558,57,2024-11-24 21:54:29.626170,36.61,Confirmed,Returned,TRK202411248756
1559,268,2024-03-13 05:36:09.422976,111.75,Confirmed,Returned,TRK202403132496
1560,187,2025-09-20 06:46:36.602527,28.52,Confirmed,Shipped,TRK202509208790
1561,292,2024-11-12 08:19:56.186914,24.64,Confirmed,Delivered,TRK202411121855
1562,75,2025-09-09 18:22:30.459384,78.99,Confirmed,Shipped,TRK202509095957
1563,189,2025-07-06 12:32:35.316907,19.79,Contacted,Pending,
1564,94,2025-05-22 23:19:10.710187,75.67,Confirmed,Shipped,TRK202505229552
1565,186,2024-03-09 14:27:08.087507,109.32,Confirmed,Delivered,TRK202403093721
1566,250,2025-07-16 20:21:30.797951,35.02,Confirmed,Delivered,TRK202507168163
1567,57,2024-11-21 15:51:36.483534,86.3,Confirmed,Shipped,TRK202411212970
1568,175,2025-07-30 03:38:53.170266,42.22,Confirmed,Shipped,TRK202507306991
1569,103,2025-03-20 12:32:14.257523,31.77,Confirmed,Shipped,TRK202503207948
1570,20,2025-05-15 22:53:55.786921,53.59,Confirmed,Returned,TRK202505154129
1571,179,2024-06-15 09:58:47.839861,20.22,Cancelled,Pending,
1572,65,2024-11-13 20:47:49.949439,41.62,Contacted,Pending,
1573,41,2024-04-18 07:52:14.035738,109.83,New,Pending,
1574,289,2025-01-20 21:10:59.347148,33.05,Cancelled,Pending,
1575,254,2024-01-07 18:38:04.379429,26.84,Confirmed,Pending,TRK202401075473
1576,181,2024-05-31 06:59:09.860713,135.6,Confirmed,Shipped,TRK202405315145
1577,114,2024-05-09 21:20:48.213525,87.6,Cancelled,Pending,
1578,248,2024-12-15 16:50:47.034996,141.11,Confirmed,Returned,TRK202412158446
1579,250,2024-09-27 16:15:06.031075,98.63,Confirmed,Delivered,TRK202409279938
1580,265,2024-06-25 05:51:04.951798,102.52,New,Pending,
1581,46,2024-09-14 12:06:47.175349,66.97,Confirmed,Shipped,TRK202409143156
1582,196,2024-03-27 03:53:40.480315,69.34,New,Pending,
1583,250,2024-11-17 13:32:51.920756,68.28,Contacted,Pending,
1584,173,2024-01-14 23:09:28.652702,28.34,Confirmed,Delivered,TRK202401145546
1585,217,2025-01-02 06:47:36.222007,119.1,Contacted,Pending,
1586,214,2024-01-04 03:13:06.723662,138.93,Confirmed,Delivered,TRK202401046185
1587,195,2024-12-01 14:25:09.772417,91.48,Contacted,Pending,
1588,68,2024-01-13 15:08:07.822783,15.9,Confirmed,Shipped,TRK202401131232
1589,45,2025-09-28 11:03:46.642944,34.98,Confirmed,Delivered,TRK202509282007
1590,111,2025-03-15 01:02:06.570493,139.49,Contacted,Pending,
1591,276,2025-02-19 06:58:20.038975,123.58,Confirmed,Shipped,TRK202502194255
1592,236,2024-08-04 23:28:43.526761,26.16,Contacted,Pending,
1593,29,2024-06-11 12:30:57.428453,11.98,Confirmed,Pending,TRK202406115485
1594,126,2025-01-05 22:55:30.331735,58.4,Confirmed,Shipped,TRK202501052410
1595,23,2025-03-31 08:56:53.450387,44.24,New,Pending,
1596,209,2024-11-30 07:31:31.106489,77.12,Contacted,Pending,
1597,295,2025-01-01 13:41:54.626123,100.41,Confirmed,Returned,TRK202501013774
1598,7,2024-02-09 23:44:16.354043,60.18,Confirmed,Shipped,TRK202402097136
1599,35,2024-09-14 22:37:43.605531,135.81,Confirmed,Delivered,TRK202409144130
1600,64,2025-06-09 06:19:01.107693,136.84,Confirmed,Shipped,TRK202506097214
1601,119,2024-06-25 17:32:16.527067,122.35,Contacted,Pending,
1602,244,2025-06-10 14:36:34.961130,41.99,Confirmed,Delivered,TRK202506105469
1603,299,2025-05-08 14:50:21.156314,69.88,Contacted,Pending,
1604,273,2024-10-18 08:24:43.123878,63.09,Contacted,Pending,
1605,182,2025-04-21 20:21:23.561975,45.41,Confirmed,Delivered,TRK202504219569
1606,68,2025-04-16 14:32:46.772346,113.39,New,Pending,
1607,162,2025-01-06 08:15:18.172899,55.83,Confirmed,Shipped,TRK202501064451
1608,146,2024-09-09 14:13:02.615307,92.29,Confirmed,Delivered,TRK202409095729
1609,209,2024-03-22 02:42:47.402437,69.75,Confirmed,Delivered,TRK202403225406
1610,295,2024-07-22 06:20:04.998059,107.66,Contacted,Pending,
1611,41,2024-04-13 07:52:14.035738,75.78,Cancelled,Pending,
1612,152,2024-12-28 14:07:12.250457,79.74,Confirmed,Shipped,TRK202412286291
1613,16,2024-06-09 12:45:50.955405,105.66,Confirmed,Returned,TRK202406096281
1614,202,2025-04-30 15:07:14.230000,138.02,Confirmed,Delivered,TRK202504301129
1615,297,2025-02-02 12:44:28.581668,62.8,Confirmed,Delivered,TRK202502022641
1616,254,2024-01-23 23:12:15.114840,134.38,Confirmed,Shipped,TRK202401234050
1617,258,2025-09-08 21:50:44.561402,67.91,Confirmed,Delivered,TRK202509088126
1618,112,2024-01-02 13:15:02.758836,61.89,Confirmed,Shipped,TRK202401027114
1619,167,2025-08-30 20:31:44.514709,61.55,Confirmed,Shipped,TRK202508304838
1620,156,2025-09-20 11:19:09.123985,80.05,Cancelled,Pending,
1621,17,2025-02-23 07:57:07.557936,128.13,Confirmed,Shipped,TRK202502237565
1622,223,2024-12-09 08:20:31.996580,56.85,Confirmed,Returned,TRK202412099586
1623,298,2024-01-30 03:43:28.030528,108.32,Confirmed,Shipped,TRK202401306458
1624,34,2025-06-15 07:05:51.478053,129.86,New,Pending,
1625,207,2025-08-27 20:35:53.391357,128.87,Confirmed,Shipped,TRK202508273708
