credit_id,user_id,role,message_time,message
203,5,AM,2024-08-04 22:53:50.525752,Requesting credit of $248.04 for seller 71
203,2,SAM,2024-08-06 21:53:50.525752,Approved
204,7,AM,2025-04-06 13:28:02.144800,Requesting credit of $770.48 for seller 35
204,1,SAM,2025-04-07 23:28:02.144800,Approved
205,10,AM,2025-03-23 14:34:07.116899,Requesting credit of $270.87 for seller 55
205,5,SAM,2025-03-23 21:34:07.116899,Approved
206,7,AM,2024-02-10 16:03:03.698976,Requesting credit of $240.27 for seller 213
206,1,SAM,2024-02-11 05:03:03.698976,Approved
207,3,AM,2025-06-01 05:27:36.722126,Requesting credit of $668.22 for seller 138
207,3,SAM,2025-06-02 13:27:36.722126,Approved
208,17,AM,2025-03-15 00:58:10.222722,Requesting credit of $745.19 for seller 199
208,5,SAM,2025-03-16 10:58:10.222722,Approved
209,1,AM,2024-08-23 02:55:29.235723,Requesting credit of $738.22 for seller 83
209,1,SAM,2024-08-24 17:55:29.235723,Approved
210,3,AM,2025-04-03 04:12:57.052321,Requesting credit of $203.86 for seller 85
210,3,SAM,2025-04-04 18:12:57.052321,Approved
211,3,AM,2025-05-31 13:46:25.328369,Requesting credit of $790.19 for seller 138
211,3,SAM,2025-06-01 05:46:25.328369,Approved
212,12,AM,2024-04-05 05:09:03.705163,Requesting credit of $676.79 for seller 181
212,1,SAM,2024-04-05 22:09:03.705163,Approved
213,13,AM,2024-09-22 09:27:59.855632,Requesting credit of $465.91 for seller 37
213,1,SAM,2024-09-23 07:27:59.855632,Approved
214,7,AM,2025-08-08 07:45:48.591498,Requesting credit of $681.07 for seller 213
214,1,SAM,2025-08-08 20:45:48.591498,Approved
215,20,AM,2025-03-07 00:21:12.226149,Requesting credit of $639.77 for seller 171
215,5,SAM,2025-03-08 21:21:12.226149,Approved
216,15,AM,2025-04-30 20:48:10.904491,Requesting credit of $764.55 for seller 226
216,2,SAM,2025-05-02 20:48:10.904491,Approved
217,13,AM,2024-03-30 20:42:28.162911,Requesting credit of $674.27 for seller 229
217,1,SAM,2024-04-01 18:42:28.162911,Approved
218,9,AM,2025-04-30 23:58:23.062299,Requesting credit of $305.2 for seller 190
218,1,SAM,2025-05-02 09:58:23.062299,Approved
219,20,AM,2025-01-11 04:11:10.355079,Requesting credit of $487.61 for seller 48
219,5,SAM,2025-01-12 10:11:10.355079,Approved
220,5,AM,2024-11-29 11:16:51.322363,Requesting credit of $249.13 for seller 61
220,2,SAM,2024-11-30 11:16:51.322363,Approved
221,13,AM,2025-02-15 08:27:27.011168,Requesting credit of $731.82 for seller 206
221,1,SAM,2025-02-16 02:27:27.011168,Approved
222,2,AM,2025-07-28 21:38:40.910387,Requesting credit of $658.56 for seller 192
222,1,SAM,2025-07-29 03:38:40.910387,Approved
223,5,AM,2025-07-05 04:15:41.560851,Requesting credit of $374.25 for seller 39
223,2,SAM,2025-07-05 08:15:41.560851,Approved
224,14,AM,2025-05-09 11:54:05.106157,Requesting credit of $403.86 for seller 94
224,1,SAM,2025-05-11 08:54:05.106157,Approved
225,20,AM,2024-05-20 20:59:59.956821,Requesting credit of $651.61 for seller 50
225,5,SAM,2024-05-21 12:59:59.956821,Approved
226,3,AM,2024-02-16 07:56:00.520319,Requesting credit of $517.7 for seller 201
226,3,SAM,2024-02-16 11:56:00.520319,Approved
227,3,AM,2025-04-07 17:23:37.702813,Requesting credit of $386.54 for seller 26
227,3,SAM,2025-04-09 13:23:37.702813,Approved
228,3,AM,2024-07-16 01:06:30.177262,Requesting credit of $486.42 for seller 136
228,3,SAM,2024-07-16 16:06:30.177262,Approved
229,2,AM,2025-01-15 12:10:46.969536,Requesting credit of $450.34 for seller 123
229,1,SAM,2025-01-16 07:10:46.969536,Approved
230,1,AM,2025-07-28 14:29:17.532023,Requesting credit of $762.86 for seller 157
230,1,SAM,2025-07-28 18:29:17.532023,Approved
231,15,AM,2025-07-05 00:36:40.758655,Requesting credit of $706.27 for seller 226
231,2,SAM,2025-07-05 14:36:40.758655,Approved
232,11,AM,2024-07-05 23:04:12.484237,Requesting credit of $558.68 for seller 120
232,4,SAM,2024-07-07 19:04:12.484237,Approved
233,4,AM,2024-02-15 00:54:43.323763,Requesting credit of $293.26 for seller 97
233,2,SAM,2024-02-15 13:54:43.323763,Approved
234,19,AM,2024-05-31 10:26:39.321254,Requesting credit of $367.77 for seller 82
234,1,SAM,2024-06-02 00:26:39.321254,Approved
235,18,AM,2024-08-09 14:21:19.169178,Requesting credit of $541.88 for seller 106
235,5,SAM,2024-08-11 03:21:19.169178,Approved
236,3,AM,2025-03-25 00:54:48.092464,Requesting credit of $788.88 for seller 136
236,3,SAM,2025-03-26 15:54:48.092464,Approved
237,5,AM,2024-12-26 15:38:50.062021,Requesting credit of $717.91 for seller 61
237,2,SAM,2024-12-27 23:38:50.062021,Approved
238,6,AM,2025-06-08 05:15:42.266279,Requesting credit of $453.06 for seller 143
238,2,SAM,2025-06-09 13:15:42.266279,Approved
239,19,AM,2025-05-04 03:35:20.536629,Requesting credit of $294.23 for seller 42
239,1,SAM,2025-05-05 18:35:20.536629,Approved
240,5,AM,2025-06-06 19:02:47.012487,Requesting credit of $618.49 for seller 158
240,2,SAM,2025-06-07 12:02:47.012487,Approved
241,7,AM,2025-03-29 02:00:01.285283,Requesting credit of $472.87 for seller 111
241,1,SAM,2025-03-30 16:00:01.285283,Approved
242,4,AM,2024-01-04 23:07:02.372648,Requesting credit of $498.34 for seller 65
242,2,SAM,2024-01-06 05:07:02.372648,Approved
243,20,AM,2024-10-10 20:56:10.054387,Requesting credit of $528.83 for seller 63
243,5,SAM,2024-10-12 04:56:10.054387,Approved
244,18,AM,2024-11-30 17:23:25.171319,Requesting credit of $371.34 for seller 254
244,5,SAM,2024-12-01 04:23:25.171319,Approved
245,12,AM,2024-01-04 15:30:13.159760,Requesting credit of $437.07 for seller 142
245,1,SAM,2024-01-04 20:30:13.159760,Approved
246,2,AM,2025-01-20 12:08:49.901183,Requesting credit of $368.31 for seller 166
246,1,SAM,2025-01-21 06:08:49.901183,Approved
247,13,AM,2024-03-30 08:27:08.496422,Requesting credit of $635.87 for seller 209
247,1,SAM,2024-04-01 03:27:08.496422,Approved
248,17,AM,2025-07-15 05:22:57.210179,Requesting credit of $706.7 for seller 122
248,5,SAM,2025-07-16 23:22:57.210179,Rejected
249,4,AM,2024-01-06 21:31:02.944303,Requesting credit of $347.99 for seller 78
249,2,SAM,2024-01-08 02:31:02.944303,Approved
250,3,AM,2024-06-02 22:06:41.430741,Requesting credit of $425.92 for seller 45
250,3,SAM,2024-06-03 20:06:41.430741,Approved
251,6,AM,2025-01-03 13:47:18.984505,Requesting credit of $394.88 for seller 28
251,2,SAM,2025-01-04 08:47:18.984505,Approved
252,18,AM,2024-08-08 02:44:33.923184,Requesting credit of $357.19 for seller 146
252,5,SAM,2024-08-08 23:44:33.923184,Rejected
253,1,AM,2024-01-31 21:14:29.350089,Requesting credit of $500.46 for seller 223
253,1,SAM,2024-02-02 12:14:29.350089,Approved
254,1,AM,2024-08-17 21:19:19.961771,Requesting credit of $542.94 for seller 189
254,1,SAM,2024-08-18 21:19:19.961771,Approved
255,9,AM,2025-02-27 09:21:01.198422,Requesting credit of $550.78 for seller 131
255,1,SAM,2025-02-28 19:21:01.198422,Approved
256,18,AM,2025-02-25 13:25:27.413641,Requesting credit of $276.77 for seller 161
256,5,SAM,2025-02-25 20:25:27.413641,Approved
257,4,AM,2025-02-03 10:00:38.121396,Requesting credit of $751.69 for seller 162
257,2,SAM,2025-02-04 06:00:38.121396,Approved
258,15,AM,2024-01-07 02:31:10.667673,Requesting credit of $650.8 for seller 96
258,2,SAM,2024-01-07 18:31:10.667673,Rejected
259,8,AM,2024-07-27 15:42:15.053178,Requesting credit of $508.7 for seller 79
259,5,SAM,2024-07-28 07:42:15.053178,Approved
260,13,AM,2024-11-15 02:20:37.803534,Requesting credit of $257.98 for seller 211
260,1,SAM,2024-11-16 03:20:37.803534,Approved
261,4,AM,2024-05-22 01:09:32.778219,Requesting credit of $720.94 for seller 203
261,2,SAM,2024-05-23 11:09:32.778219,Approved
262,12,AM,2024-10-28 08:39:56.685446,Requesting credit of $243.3 for seller 181
262,1,SAM,2024-10-29 23:39:56.685446,Approved
263,13,AM,2024-01-08 10:02:37.735066,Requesting credit of $689.99 for seller 178
263,1,SAM,2024-01-09 13:02:37.735066,Approved
264,13,AM,2024-06-28 12:26:15.667850,Requesting credit of $364.37 for seller 37
264,1,SAM,2024-06-29 05:26:15.667850,Approved
265,8,AM,2024-09-04 14:38:11.712316,Requesting credit of $663.97 for seller 176
265,5,SAM,2024-09-04 19:38:11.712316,Approved
266,20,AM,2025-05-01 20:13:08.142957,Requesting credit of $595.17 for seller 16
266,5,SAM,2025-05-02 12:13:08.142957,Approved
267,13,AM,2025-01-20 23:02:39.970176,Requesting credit of $650.62 for seller 178
267,1,SAM,2025-01-21 19:02:39.970176,Approved
268,15,AM,2025-04-30 07:06:46.444182,Requesting credit of $775.42 for seller 276
268,2,SAM,2025-05-01 09:06:46.444182,Approved
269,8,AM,2024-08-16 03:30:56.287893,Requesting credit of $464.77 for seller 91
269,5,SAM,2024-08-17 16:30:56.287893,Rejected
270,8,AM,2025-03-28 03:41:50.720199,Requesting credit of $630.34 for seller 32
270,5,SAM,2025-03-29 09:41:50.720199,Approved
271,20,AM,2024-05-22 00:19:18.496547,Requesting credit of $450.4 for seller 202
271,5,SAM,2024-05-23 12:19:18.496547,Approved
272,20,AM,2025-03-01 13:39:35.537529,Requesting credit of $608.35 for seller 145
272,5,SAM,2025-03-02 23:39:35.537529,Approved
273,3,AM,2025-06-19 02:12:44.154565,Requesting credit of $668.37 for seller 69
273,3,SAM,2025-06-19 06:12:44.154565,Rejected
274,9,AM,2025-02-15 08:16:06.897329,Requesting credit of $701.24 for seller 186
274,1,SAM,2025-02-17 08:16:06.897329,Approved
275,10,AM,2024-12-17 20:22:54.499518,Requesting credit of $388.28 for seller 66
275,5,SAM,2024-12-19 09:22:54.499518,Approved
276,2,AM,2025-03-02 23:13:13.464923,Requesting credit of $583.71 for seller 84
276,1,SAM,2025-03-03 08:13:13.464923,Approved
277,9,AM,2025-08-28 07:33:05.771053,Requesting credit of $372.62 for seller 88
277,1,SAM,2025-08-30 04:33:05.771053,Approved
278,5,AM,2024-01-23 14:22:33.963875,Requesting credit of $267.56 for seller 249
278,2,SAM,2024-01-25 05:22:33.963875,Approved
279,4,AM,2025-02-17 05:57:57.592179,Requesting credit of $721.81 for seller 65
279,2,SAM,2025-02-19 02:57:57.592179,Approved
280,5,AM,2025-04-14 05:09:08.127633,Requesting credit of $473.16 for seller 134
280,2,SAM,2025-04-14 11:09:08.127633,Approved
281,20,AM,2024-08-07 01:24:30.604850,Requesting credit of $428.49 for seller 63
281,5,SAM,2024-08-07 07:24:30.604850,Approved
282,3,AM,2024-03-01 23:23:24.722513,Requesting credit of $215.61 for seller 220
282,3,SAM,2024-03-02 14:23:24.722513,Approved
283,2,AM,2024-09-02 08:15:06.816266,Requesting credit of $433.4 for seller 112
283,1,SAM,2024-09-02 16:15:06.816266,Approved
284,4,AM,2025-04-02 10:33:00.101069,Requesting credit of $729.87 for seller 294
284,2,SAM,2025-04-03 11:33:00.101069,Approved
285,5,AM,2025-04-10 07:36:39.768036,Requesting credit of $241.04 for seller 71
285,2,SAM,2025-04-10 14:36:39.768036,Rejected
286,8,AM,2025-08-03 05:09:59.442325,Requesting credit of $224.61 for seller 126
286,5,SAM,2025-08-04 23:09:59.442325,Approved
287,2,AM,2024-10-15 02:36:53.852769,Requesting credit of $217.84 for seller 121
287,1,SAM,2024-10-16 13:36:53.852769,Approved
288,15,AM,2024-03-08 05:00:51.827416,Requesting credit of $777.72 for seller 135
288,2,SAM,2024-03-10 03:00:51.827416,Approved
289,17,AM,2024-01-18 12:23:47.736391,Requesting credit of $445.97 for seller 122
289,5,SAM,2024-01-18 21:23:47.736391,Approved
290,13,AM,2025-04-26 03:47:49.937214,Requesting credit of $236.98 for seller 296
290,1,SAM,2025-04-27 03:47:49.937214,Approved
291,1,AM,2025-07-18 13:31:01.602592,Requesting credit of $701.6 for seller 57
291,1,SAM,2025-07-19 10:31:01.602592,Approved
292,5,AM,2024-02-02 04:11:59.152075,Requesting credit of $767.08 for seller 38
292,2,SAM,2024-02-03 19:11:59.152075,Approved
293,12,AM,2023-12-31 16:10:40.480530,Requesting credit of $718.8 for seller 164
293,1,SAM,2024-01-02 10:10:40.480530,Approved
294,12,AM,2025-03-28 15:06:34.870305,Requesting credit of $694.12 for seller 23
294,1,SAM,2025-03-30 06:06:34.870305,Approved
295,14,AM,2024-05-16 01:47:21.389485,Requesting credit of $719.68 for seller 130
295,1,SAM,2024-05-16 15:47:21.389485,Approved
296,9,AM,2025-01-04 12:29:58.295730,Requesting credit of $348.75 for seller 278
296,1,SAM,2025-01-05 09:29:58.295730,Approved
297,2,AM,2024-10-15 23:41:18.309077,Requesting credit of $466.44 for seller 67
297,1,SAM,2024-10-17 19:41:18.309077,Approved
298,3,AM,2025-02-13 22:04:28.406523,Requesting credit of $313.27 for seller 69
298,3,SAM,2025-02-15 03:04:28.406523,Approved
299,2,AM,2025-05-14 21:20:36.147172,Requesting credit of $795.93 for seller 123
299,1,SAM,2025-05-16 04:20:36.147172,Approved
300,2,AM,2025-03-25 19:11:28.586453,Requesting credit of $698.46 for seller 234
300,1,SAM,2025-03-27 13:11:28.586453,Approved
301,3,AM,2024-05-16 17:59:02.420726,Requesting credit of $481.0 for seller 85
301,3,SAM,2024-05-18 17:59:02.420726,Approved
302,5,AM,2024-11-28 20:03:01.210938,Requesting credit of $636.93 for seller 163
302,2,SAM,2024-11-30 01:03:01.210938,Approved
303,18,AM,2025-06-30 02:14:36.225348,Requesting credit of $478.13 for seller 281
303,5,SAM,2025-06-30 07:14:36.225348,Approved
304,5,AM,2024-12-19 03:35:06.800659,Requesting credit of $626.6 for seller 236
304,2,SAM,2024-12-21 03:35:06.800659,Rejected
305,13,AM,2024-07-19 06:59:57.945763,Requesting credit of $319.73 for seller 29
305,1,SAM,2024-07-20 01:59:57.945763,Approved
306,15,AM,2024-04-20 12:25:13.321980,Requesting credit of $566.42 for seller 276
306,2,SAM,2024-04-22 06:25:13.321980,Approved
307,9,AM,2025-04-29 01:59:27.325424,Requesting credit of $214.06 for seller 156
307,1,SAM,2025-04-30 04:59:27.325424,Approved
308,2,AM,2024-12-10 16:42:14.339479,Requesting credit of $370.12 for seller 123
308,1,SAM,2024-12-12 14:42:14.339479,Approved
309,10,AM,2024-01-05 22:56:28.953987,Requesting credit of $624.33 for seller 212
309,5,SAM,2024-01-06 23:56:28.953987,Approved
310,20,AM,2025-02-05 06:10:30.422608,Requesting credit of $441.69 for seller 225
310,5,SAM,2025-02-06 19:10:30.422608,Approved
311,9,AM,2024-11-01 21:35:34.529088,Requesting credit of $330.71 for seller 22
311,1,SAM,2024-11-03 20:35:34.529088,Approved
312,13,AM,2024-11-07 17:30:36.047517,Requesting credit of $609.39 for seller 114
312,1,SAM,2024-11-08 15:30:36.047517,Approved
313,19,AM,2024-10-12 23:56:59.502674,Requesting credit of $246.52 for seller 42
313,1,SAM,2024-10-14 00:56:59.502674,Approved
314,3,AM,2024-11-03 04:35:14.673078,Requesting credit of $685.91 for seller 220
314,3,SAM,2024-11-05 04:35:14.673078,Approved
315,15,AM,2024-06-25 18:55:52.904342,Requesting credit of $206.16 for seller 96
315,2,SAM,2024-06-25 23:55:52.904342,Approved
316,6,AM,2024-01-17 00:48:04.904062,Requesting credit of $596.79 for seller 273
316,2,SAM,2024-01-18 13:48:04.904062,Approved
317,12,AM,2025-05-12 17:12:34.212497,Requesting credit of $438.43 for seller 76
317,1,SAM,2025-05-14 13:12:34.212497,Approved
318,13,AM,2024-03-15 23:15:02.104734,Requesting credit of $708.71 for seller 267
318,1,SAM,2024-03-16 15:15:02.104734,Approved
319,17,AM,2024-11-25 04:06:41.028220,Requesting credit of $799.13 for seller 122
319,5,SAM,2024-11-25 12:06:41.028220,Approved
320,19,AM,2024-01-23 00:29:45.977038,Requesting credit of $372.59 for seller 289
320,1,SAM,2024-01-24 09:29:45.977038,Approved
321,4,AM,2023-12-25 05:38:54.743967,Requesting credit of $658.77 for seller 298
321,2,SAM,2023-12-26 09:38:54.743967,Approved
322,4,AM,2024-03-29 08:05:02.058286,Requesting credit of $698.05 for seller 53
322,2,SAM,2024-03-31 07:05:02.058286,Approved
323,8,AM,2024-09-12 23:27:58.705439,Requesting credit of $403.64 for seller 19
323,5,SAM,2024-09-13 23:27:58.705439,Approved
324,20,AM,2024-05-20 10:47:19.723309,Requesting credit of $425.38 for seller 145
324,5,SAM,2024-05-21 16:47:19.723309,Approved
325,13,AM,2024-04-17 16:10:13.897584,Requesting credit of $565.75 for seller 266
325,1,SAM,2024-04-19 16:10:13.897584,Approved
326,2,AM,2024-09-02 11:59:32.001021,Requesting credit of $258.56 for seller 67
326,1,SAM,2024-09-02 23:59:32.001021,Approved
327,12,AM,2025-03-15 08:56:53.450387,Requesting credit of $348.03 for seller 23
327,1,SAM,2025-03-16 19:56:53.450387,Approved
328,3,AM,2024-09-06 20:10:15.174043,Requesting credit of $205.66 for seller 271
328,3,SAM,2024-09-08 02:10:15.174043,Approved
329,14,AM,2025-02-10 01:05:36.762693,Requesting credit of $558.52 for seller 255
329,1,SAM,2025-02-11 17:05:36.762693,Rejected
330,20,AM,2025-01-17 22:13:02.693455,Requesting credit of $717.0 for seller 145
330,5,SAM,2025-01-18 20:13:02.693455,Approved
331,4,AM,2024-04-14 23:51:44.300475,Requesting credit of $724.94 for seller 21
331,2,SAM,2024-04-15 10:51:44.300475,Approved
332,17,AM,2024-08-20 19:57:33.747803,Requesting credit of $664.28 for seller 204
332,5,SAM,2024-08-22 03:57:33.747803,Approved
333,5,AM,2024-05-15 08:36:25.349800,Requesting credit of $527.51 for seller 163
333,2,SAM,2024-05-16 16:36:25.349800,Approved
334,4,AM,2025-02-01 06:50:33.923005,Requesting credit of $733.45 for seller 294
334,2,SAM,2025-02-01 23:50:33.923005,Approved
335,14,AM,2025-08-03 15:34:14.026596,Requesting credit of $452.68 for seller 5
335,1,SAM,2025-08-04 05:34:14.026596,Approved
336,17,AM,2024-02-15 00:54:41.085396,Requesting credit of $335.22 for seller 77
336,5,SAM,2024-02-16 14:54:41.085396,Approved
337,15,AM,2025-07-15 11:12:00.577831,Requesting credit of $420.92 for seller 96
337,2,SAM,2025-07-16 08:12:00.577831,Approved
338,13,AM,2025-02-12 09:19:09.454643,Requesting credit of $765.33 for seller 37
338,1,SAM,2025-02-12 16:19:09.454643,Approved
339,13,AM,2024-10-02 03:36:13.641354,Requesting credit of $482.03 for seller 49
339,1,SAM,2024-10-03 03:36:13.641354,Approved
340,18,AM,2024-12-12 05:50:41.393207,Requesting credit of $283.01 for seller 188
340,5,SAM,2024-12-14 01:50:41.393207,Approved
341,7,AM,2024-10-29 08:14:40.843256,Requesting credit of $672.44 for seller 100
341,1,SAM,2024-10-30 13:14:40.843256,Approved
342,19,AM,2025-04-02 14:32:46.772346,Requesting credit of $262.09 for seller 68
342,1,SAM,2025-04-03 14:32:46.772346,Approved
343,15,AM,2024-08-20 13:33:02.853699,Requesting credit of $473.82 for seller 216
343,2,SAM,2024-08-22 09:33:02.853699,Approved
344,19,AM,2025-08-01 08:59:38.609854,Requesting credit of $388.98 for seller 82
344,1,SAM,2025-08-02 15:59:38.609854,Approved
345,5,AM,2025-02-08 00:25:09.525395,Requesting credit of $253.72 for seller 163
345,2,SAM,2025-02-09 16:25:09.525395,Approved
346,9,AM,2024-10-18 03:48:55.886081,Requesting credit of $735.85 for seller 185
346,1,SAM,2024-10-19 23:48:55.886081,Approved
347,11,AM,2024-10-14 02:51:17.327761,Requesting credit of $240.13 for seller 86
347,4,SAM,2024-10-14 06:51:17.327761,Approved
348,7,AM,2025-04-10 14:43:20.453266,Requesting credit of $768.27 for seller 213
348,1,SAM,2025-04-11 04:43:20.453266,Approved
349,15,AM,2025-06-21 17:03:51.197511,Requesting credit of $618.17 for seller 226
349,2,SAM,2025-06-22 20:03:51.197511,Approved
350,7,AM,2025-02-22 01:02:06.570493,Requesting credit of $557.78 for seller 111
350,1,SAM,2025-02-23 08:02:06.570493,Approved
351,9,AM,2024-08-22 08:20:56.850129,Requesting credit of $474.31 for seller 274
351,1,SAM,2024-08-24 01:20:56.850129,Approved
352,7,AM,2025-01-18 14:21:39.954822,Requesting credit of $221.87 for seller 89
352,1,SAM,2025-01-19 21:21:39.954822,Approved
353,20,AM,2025-05-13 22:04:00.070325,Requesting credit of $200.57 for seller 210
353,5,SAM,2025-05-14 08:04:00.070325,Approved
354,1,AM,2025-05-21 04:19:54.582945,Requesting credit of $328.72 for seller 183
354,1,SAM,2025-05-21 12:19:54.582945,Approved
355,15,AM,2025-03-15 19:38:20.668240,Requesting credit of $308.51 for seller 268
355,2,SAM,2025-03-16 12:38:20.668240,Approved
356,9,AM,2024-04-24 17:41:21.742475,Requesting credit of $798.76 for seller 34
356,1,SAM,2024-04-25 02:41:21.742475,Approved
357,16,AM,2025-03-17 23:35:04.567279,Requesting credit of $348.23 for seller 110
357,2,SAM,2025-03-18 23:35:04.567279,Approved
358,6,AM,2024-01-02 23:09:28.652702,Requesting credit of $658.91 for seller 173
358,2,SAM,2024-01-04 17:09:28.652702,Approved
359,3,AM,2024-12-29 18:51:05.681253,Requesting credit of $476.43 for seller 18
359,3,SAM,2024-12-30 11:51:05.681253,Approved
360,11,AM,2024-05-22 05:17:56.568631,Requesting credit of $728.11 for seller 31
360,4,SAM,2024-05-23 00:17:56.568631,Approved
361,2,AM,2024-12-19 17:05:52.103320,Requesting credit of $528.58 for seller 107
361,1,SAM,2024-12-19 21:05:52.103320,Approved
362,5,AM,2024-05-04 06:45:31.929850,Requesting credit of $218.98 for seller 251
362,2,SAM,2024-05-05 20:45:31.929850,Approved
363,5,AM,2024-11-10 14:42:57.317642,Requesting credit of $655.05 for seller 158
363,2,SAM,2024-11-10 22:42:57.317642,Rejected
364,17,AM,2025-02-12 00:58:05.590068,Requesting credit of $372.14 for seller 59
364,5,SAM,2025-02-13 20:58:05.590068,Approved
365,20,AM,2024-12-02 14:29:12.834005,Requesting credit of $309.99 for seller 193
365,5,SAM,2024-12-04 04:29:12.834005,Approved
366,13,AM,2024-08-08 21:44:38.750038,Requesting credit of $437.73 for seller 49
366,1,SAM,2024-08-09 10:44:38.750038,Approved
367,7,AM,2025-05-18 11:36:31.133203,Requesting credit of $321.77 for seller 25
367,1,SAM,2025-05-19 06:36:31.133203,Rejected
368,3,AM,2024-04-27 11:37:11.713464,Requesting credit of $348.03 for seller 138
368,3,SAM,2024-04-29 06:37:11.713464,Approved
369,9,AM,2025-04-06 19:32:09.189552,Requesting credit of $408.38 for seller 153
369,1,SAM,2025-04-07 07:32:09.189552,Approved
370,4,AM,2024-03-23 20:05:44.092140,Requesting credit of $321.31 for seller 97
370,2,SAM,2024-03-24 10:05:44.092140,Approved
371,3,AM,2024-05-30 20:54:29.245943,Requesting credit of $429.31 for seller 26
371,3,SAM,2024-05-31 21:54:29.245943,Approved
372,3,AM,2024-12-23 09:15:23.846624,Requesting credit of $751.95 for seller 252
372,3,SAM,2024-12-24 20:15:23.846624,Approved
373,13,AM,2024-02-28 02:42:47.402437,Requesting credit of $799.04 for seller 209
373,1,SAM,2024-02-28 16:42:47.402437,Approved
374,7,AM,2024-03-13 09:57:48.248107,Requesting credit of $672.02 for seller 35
374,1,SAM,2024-03-13 13:57:48.248107,Rejected
375,4,AM,2024-08-12 14:07:57.326342,Requesting credit of $248.86 for seller 93
375,2,SAM,2024-08-13 03:07:57.326342,Approved
376,2,AM,2024-11-02 00:02:19.288850,Requesting credit of $737.79 for seller 192
376,1,SAM,2024-11-02 19:02:19.288850,Approved
377,10,AM,2024-12-15 13:41:54.626123,Requesting credit of $668.61 for seller 295
377,5,SAM,2024-12-16 00:41:54.626123,Approved
378,3,AM,2025-08-16 15:15:04.903519,Requesting credit of $495.99 for seller 141
378,3,SAM,2025-08-16 23:15:04.903519,Approved
379,4,AM,2024-06-12 21:46:25.380749,Requesting credit of $429.76 for seller 53
379,2,SAM,2024-06-14 12:46:25.380749,Approved
380,8,AM,2024-03-03 10:09:07.600811,Requesting credit of $684.93 for seller 169
380,5,SAM,2024-03-04 05:09:07.600811,Approved
381,13,AM,2024-04-28 21:20:48.213525,Requesting credit of $744.14 for seller 114
381,1,SAM,2024-04-29 16:20:48.213525,Approved
382,8,AM,2025-03-21 08:02:12.986205,Requesting credit of $628.54 for seller 232
382,5,SAM,2025-03-22 09:02:12.986205,Rejected
383,20,AM,2024-03-22 13:12:53.379046,Requesting credit of $490.93 for seller 11
383,5,SAM,2024-03-24 02:12:53.379046,Approved
384,19,AM,2024-12-23 22:36:42.920457,Requesting credit of $614.84 for seller 258
384,1,SAM,2024-12-24 07:36:42.920457,Rejected
385,8,AM,2024-12-28 12:28:00.654912,Requesting credit of $201.48 for seller 32
385,5,SAM,2024-12-29 21:28:00.654912,Approved
386,4,AM,2025-01-12 21:55:44.651601,Requesting credit of $770.71 for seller 231
386,2,SAM,2025-01-14 17:55:44.651601,Approved
387,5,AM,2024-07-31 21:59:21.053229,Requesting credit of $752.28 for seller 38
387,2,SAM,2024-08-02 19:59:21.053229,Approved
388,18,AM,2024-12-02 16:39:20.000963,Requesting credit of $494.14 for seller 30
388,5,SAM,2024-12-04 16:39:20.000963,Approved
389,20,AM,2025-05-15 05:09:55.277474,Requesting credit of $757.05 for seller 48
389,5,SAM,2025-05-15 17:09:55.277474,Approved
390,20,AM,2025-04-06 12:41:27.602054,Requesting credit of $420.24 for seller 269
390,5,SAM,2025-04-07 12:41:27.602054,Approved
391,1,AM,2024-09-04 20:30:56.486244,Requesting credit of $518.05 for seller 223
391,1,SAM,2024-09-06 05:30:56.486244,Approved
392,14,AM,2025-04-29 23:19:10.710187,Requesting credit of $569.89 for seller 94
392,1,SAM,2025-04-30 05:19:10.710187,Approved
393,5,AM,2024-10-12 13:33:12.378697,Requesting credit of $734.05 for seller 158
393,2,SAM,2024-10-14 01:33:12.378697,Rejected
394,6,AM,2024-04-10 22:51:33.159861,Requesting credit of $498.95 for seller 28
394,2,SAM,2024-04-12 06:51:33.159861,Approved
395,18,AM,2025-08-07 12:55:17.294061,Requesting credit of $715.36 for seller 13
395,5,SAM,2025-08-07 23:55:17.294061,Rejected
396,9,AM,2024-10-17 22:54:15.187672,Requesting credit of $242.14 for seller 34
396,1,SAM,2024-10-19 01:54:15.187672,Approved
397,12,AM,2024-12-26 01:44:51.219613,Requesting credit of $562.46 for seller 167
397,1,SAM,2024-12-26 06:44:51.219613,Approved
398,4,AM,2024-06-11 22:15:27.135460,Requesting credit of $642.55 for seller 298
398,2,SAM,2024-06-12 09:15:27.135460,Rejected
399,9,AM,2025-01-09 14:11:30.349643,Requesting credit of $609.78 for seller 190
399,1,SAM,2025-01-11 01:11:30.349643,Rejected
400,19,AM,2024-03-19 15:47:44.510566,Requesting credit of $322.5 for seller 227
400,1,SAM,2024-03-20 12:47:44.510566,Approved
401,20,AM,2025-02-24 01:21:17.907458,Requesting credit of $503.69 for seller 299
401,5,SAM,2025-02-25 22:21:17.907458,Approved
402,6,AM,2024-04-27 14:47:32.796897,Requesting credit of $333.89 for seller 159
402,2,SAM,2024-04-28 18:47:32.796897,Approved
403,15,AM,2024-05-15 10:19:24.580476,Requesting credit of $214.19 for seller 135
403,2,SAM,2024-05-15 15:19:24.580476,Approved
404,4,AM,2025-05-20 16:58:45.356487,Requesting credit of $457.96 for seller 235
404,2,SAM,2025-05-21 18:58:45.356487,Approved
